WBGeneID,Public_name
WBGene00016027,C23H5.8
WBGene00016034,C24A3.4
WBGene00016046,C24B5.4
WBGene00016048,C24B9.3
WBGene00016052,dod-3
WBGene00016054,C24D10.2
WBGene00016055,C24D10.4
WBGene00016057,C24D10.6
WBGene00016058,nspd-3
WBGene00016061,hpo-15
WBGene00016062,C24G6.8
WBGene00016068,C24H10.2
WBGene00016073,C24H12.4
WBGene00016088,clec-266
WBGene00016097,C25E10.8
WBGene00016102,C25F6.1
WBGene00016103,dpyd-1
WBGene00016109,C25G6.4
WBGene00016112,C25H3.3
WBGene00016116,C25H3.7
WBGene00016124,dnc-4
WBGene00016130,C26B2.8
WBGene00016134,C26B9.5
WBGene00016143,eri-9
WBGene00016144,mmab-1
WBGene00016146,C26F1.1
WBGene00016148,C26F1.3
WBGene00016149,frpr-3
WBGene00016155,C27A12.4
WBGene00016162,crh-2
WBGene00016164,C27D9.2
WBGene00016167,vps-22
WBGene00016173,fust-1
WBGene00016174,C27H5.4
WBGene00016190,rcs-1
WBGene00016191,C28G1.6
WBGene00016193,C28H8.2
WBGene00016194,C28H8.3
WBGene00016195,erd-2.2
WBGene00016204,gsto-1
WBGene00016217,C29F9.2
WBGene00016218,pals-23
WBGene00016219,pals-24
WBGene00016224,
WBGene00016225,
WBGene00016235,C29H12.2
WBGene00016244,C30B5.2
WBGene00016245,rbmx-2
WBGene00016249,mrpl-32
WBGene00016265,trhr-1
WBGene00016266,idhg-2
WBGene00016269,C30G4.4
WBGene00016274,C30G12.2
WBGene00016278,erp-44.1
WBGene00016282,C31B8.7
WBGene00016289,lntl-1
WBGene00016294,C31H2.4
WBGene00016307,fbxc-18
WBGene00016313,set-4
WBGene00016314,C32D5.6
WBGene00016316,C32D5.8
WBGene00016321,tppp-1
WBGene00016323,C32E8.5
WBGene00016325,C32E8.9
WBGene00016332,C32F10.4
WBGene00016335,gba-1
WBGene00016336,C33C12.4
WBGene00016358,C33F10.12
WBGene00016362,C33G8.4
WBGene00016365,nhr-139
WBGene00016367,nhr-162
WBGene00016368,nhr-163
WBGene00016375,rpap-3
WBGene00016379,C33H5.13
WBGene00016390,ttc-1
WBGene00016393,C34B2.8
WBGene00016395,spcs-1
WBGene00016399,C34D4.3
WBGene00016400,C34D4.4
WBGene00016403,grsp-3
WBGene00016404,mutd-1
WBGene00016409,sumv-1
WBGene00016412,mrps-26
WBGene00016415,ampd-1
WBGene00016419,tyr-4
WBGene00016421,cdc-7
WBGene00016425,C34H4.2
WBGene00016429,C35A11.2
WBGene00016431,C35A11.4
WBGene00016435,C35B1.5
WBGene00016439,C35D10.1
WBGene00016440,gipc-1
WBGene00016442,C35D10.5
WBGene00016445,C35D10.8
WBGene00016449,tost-1
WBGene00016450,clec-5
WBGene00016457,C35E7.5
WBGene00016461,C35E7.9
WBGene00016493,C37A2.7
WBGene00016494,C37A2.8
WBGene00016497,
WBGene00016502,C37C3.10
WBGene00016507,abhd-5.2
WBGene00016508,C37H5.5
WBGene00016511,C37H5.13
WBGene00016512,C38C3.3
WBGene00016535,C39D10.8
WBGene00016538,C39F7.1
WBGene00016542,C39H7.4
WBGene00016555,math-20
WBGene00016556,math-21
WBGene00016573,lido-12
WBGene00016574,lido-11
WBGene00016575,lido-10
WBGene00016576,lido-9
WBGene00016583,tag-335
WBGene00016590,C42C1.12
WBGene00016594,C42D4.1
WBGene00016599,C42D8.1
WBGene00016607,C43E11.9
WBGene00016608,cogc-5
WBGene00016623,psmd-9
WBGene00016629,C44B7.7
WBGene00016631,C44B7.11
WBGene00016641,C44C1.1
WBGene00016642,chil-10
WBGene00016644,abhd-3.2
WBGene00016646,fbxc-5
WBGene00016648,fbxc-2
WBGene00016649,fbxc-1
WBGene00016655,acbp-1
WBGene00016657,C44E12.1
WBGene00016659,C45B2.2
WBGene00016664,C45E5.1
WBGene00016669,ilys-2
WBGene00016699,del-7
WBGene00016705,slcr-46.1
WBGene00016717,math-22
WBGene00016719,math-24
WBGene00016721,C46G7.1
WBGene00016728,C46H11.2
WBGene00016729,C46H11.3
WBGene00016734,C46H11.10
WBGene00016740,C48B6.2
WBGene00016746,C48B6.10
WBGene00016752,C48E7.7
WBGene00016756,C49A9.2
WBGene00016757,C49A9.3
WBGene00016758,C49A9.4
WBGene00016759,C49A9.5
WBGene00016760,C49A9.6
WBGene00016763,C49A9.9
WBGene00016765,C49C8.1
WBGene00016766,C49C8.2
WBGene00016769,C49C8.5
WBGene00016781,C49G7.3
WBGene00016788,C49G7.10
WBGene00016791,C49H3.4
WBGene00016794,C49H3.9
WBGene00016797,C50A2.3
WBGene00016798,ets-8
WBGene00016838,C50F2.4
WBGene00016848,klo-1
WBGene00016849,acs-21
WBGene00016862,cest-32
WBGene00016863,cest-35.2
WBGene00016865,ets-9
WBGene00016866,coel-1
WBGene00016867,C52B9.4
WBGene00016874,C52B11.5
WBGene00016877,C52D10.3
WBGene00016881,C52E2.2
WBGene00016883,C52E2.4
WBGene00016884,C52E2.5
WBGene00016892,pgph-3
WBGene00016894,C53B7.3
WBGene00016898,clik-2
WBGene00016900,C53C11.2
WBGene00016907,C53H9.2
WBGene00016912,clec-86
WBGene00016913,lam-2
WBGene00016914,C54D1.7
WBGene00016934,mboa-3
WBGene00016939,C55B6.1
WBGene00016942,C55B7.3
WBGene00016943,acdh-1
WBGene00016958,ilys-4
WBGene00016970,C56E6.2
WBGene00016987,CC8.2
WBGene00016989,mrpl-48
WBGene00016990,vps-37
WBGene00016992,zhit-1
WBGene00016998,D1005.4
WBGene00017005,D1007.8
WBGene00017012,acs-22
WBGene00017016,snap-1
WBGene00017023,D1022.4
WBGene00017027,D1044.1
WBGene00017041,D2007.1
WBGene00017045,atg-13
WBGene00017048,D2021.4
WBGene00017053,D2024.5
WBGene00017070,praf-3
WBGene00017074,D2096.7
WBGene00017076,D2096.9
WBGene00017082,DC2.5
WBGene00017089,poml-2
WBGene00017091,ttr-40
WBGene00017092,E02C12.6
WBGene00017100,
WBGene00017101,E02H9.3
WBGene00017102,
WBGene00017108,cyp-43A1
WBGene00017119,timm-17B.1
WBGene00017120,tctn-1
WBGene00017121,cyc-2.1
WBGene00017123,maoc-1
WBGene00017124,E04F6.4
WBGene00017125,acdh-12
WBGene00017127,E04F6.8
WBGene00017131,E04F6.15
WBGene00017133,EEED8.2
WBGene00017159,F01F1.2
WBGene00017163,dnpp-1
WBGene00017166,aldo-2
WBGene00017169,F01F1.15
WBGene00017184,ncam-1
WBGene00017197,F07C3.9
WBGene00017199,clec-45
WBGene00017225,fbxa-52
WBGene00017226,fbxa-53
WBGene00017238,F08B4.7
WBGene00017239,F08B6.1
WBGene00017244,apy-1
WBGene00017254,fbxb-111
WBGene00017257,F08F1.3
WBGene00017272,F08F8.7
WBGene00017283,F09E5.3
WBGene00017286,F09E5.8
WBGene00017287,
WBGene00017289,F09E5.11
WBGene00017301,hach-1
WBGene00017302,F09F7.5
WBGene00017303,F09F7.6
WBGene00017304,nmad-1
WBGene00017307,F09F9.2
WBGene00017310,F09G2.1
WBGene00017319,mrps-9
WBGene00017322,clec-160
WBGene00017323,mps-4
WBGene00017326,dmd-5
WBGene00017327,F10C1.8
WBGene00017334,F10D2.8
WBGene00017335,F10D2.10
WBGene00017340,F10D7.3
WBGene00017356,F10E9.4
WBGene00017357,F10E9.5
WBGene00017361,F10E9.12
WBGene00017362,F10G2.1
WBGene00017364,clec-7
WBGene00017365,F10G2.4
WBGene00017374,ttr-41
WBGene00017385,F11G11.5
WBGene00017386,nspd-5
WBGene00017390,F12A10.1
WBGene00017391,
WBGene00017398,slc-17.6
WBGene00017417,F13B6.2
WBGene00017427,acp-5
WBGene00017429,F13D11.4
WBGene00017430,bcl-11
WBGene00017431,cest-33
WBGene00017434,F13H8.1
WBGene00017437,nmgp-1
WBGene00017443,F13H8.11
WBGene00017445,sid-5
WBGene00017446,F14B8.4
WBGene00017447,F14B8.5
WBGene00017448,F14B8.6
WBGene00017449,otpl-3
WBGene00017473,F14H12.6
WBGene00017482,set-9
WBGene00017484,F15E6.3
WBGene00017487,F15E6.6
WBGene00017490,pud-2.1
WBGene00017498,pud-4
WBGene00017501,pud-3
WBGene00017506,F16B4.4
WBGene00017515,F16F9.4
WBGene00017521,F16G10.6
WBGene00017529,
WBGene00017537,F17A9.5
WBGene00017541,F17E9.4
WBGene00017553,nep-8
WBGene00017565,ddo-2
WBGene00017574,pxmp-4
WBGene00017577,F18F11.4
WBGene00017582,F18G5.6
WBGene00017591,F19C7.1
WBGene00017592,F19C7.2
WBGene00017599,F19F10.3
WBGene00017621,txt-17
WBGene00017635,F20D6.5
WBGene00017640,F20D6.11
WBGene00017650,F21A9.1
WBGene00017651,F21A9.2
WBGene00017659,F21C10.10
WBGene00017660,F21C10.11
WBGene00017667,ttr-37
WBGene00017675,F21F3.6
WBGene00017678,asp-12
WBGene00017681,slc-17.5
WBGene00017687,ets-4
WBGene00017698,F22B7.9
WBGene00017703,F22E5.1
WBGene00017704,F22E5.2
WBGene00017705,F22E5.6
WBGene00017706,F22E5.7
WBGene00017713,F22E5.20
WBGene00017726,F22H10.2
WBGene00017727,F22H10.3
WBGene00017734,F23C8.5
WBGene00017735,did-2
WBGene00017738,tipn-1
WBGene00017763,crls-1
WBGene00017764,F25A2.1
WBGene00017765,gcst-1
WBGene00017767,F25B4.4
WBGene00017770,F25B4.7
WBGene00017771,F25B4.8
WBGene00017772,clec-1
WBGene00017775,F25B5.3
WBGene00017776,F25B5.5
WBGene00017777,F25B5.6
WBGene00017780,F25E2.2
WBGene00017781,F25E2.3
WBGene00017789,F25E5.8
WBGene00017798,slc-17.8
WBGene00017799,F25G6.8
WBGene00017815,F26B1.1
WBGene00017818,F26D11.1
WBGene00017819,F26D11.2
WBGene00017823,pals-34
WBGene00017828,F26F4.6
WBGene00017829,F26F4.9
WBGene00017830,rpb-8
WBGene00017861,F27D9.2
WBGene00017874,acdh-9
WBGene00017878,
WBGene00017881,asp-13
WBGene00017887,F28B3.6
WBGene00017889,F28B3.10
WBGene00017892,F28B4.3
WBGene00017893,F28B4.4
WBGene00017896,F28C10.1
WBGene00017905,F28F5.6
WBGene00017916,F29A7.6
WBGene00017919,F29B9.1
WBGene00017920,jmjd-1.2
WBGene00017921,F29B9.5
WBGene00017924,mrps-21
WBGene00017925,F29B9.11
WBGene00017926,cox-6C
WBGene00017954,F31E8.4
WBGene00017961,nhr-180
WBGene00017962,fbxa-72
WBGene00017964,F31F7.1
WBGene00017969,ctsa-3.1
WBGene00017971,F32A5.8
WBGene00017982,hpo-18
WBGene00017995,F32E10.8
WBGene00017996,F33D4.4
WBGene00017997,mrpl-1
WBGene00018006,gpaa-1
WBGene00018035,sek-4
WBGene00018036,F35C8.5
WBGene00018044,F35D11.3
WBGene00018065,F35F11.2
WBGene00018069,F35H10.3
WBGene00018070,F35H10.5
WBGene00018071,F35H10.6
WBGene00018085,ttr-20
WBGene00018101,
WBGene00018117,nlp-47
WBGene00018146,F37C4.6
WBGene00018150,epg-4
WBGene00018151,F37C12.3
WBGene00018153,F37C12.10
WBGene00018164,sup-36
WBGene00018174,F38B6.4
WBGene00018181,mpdu-1
WBGene00018195,btb-16
WBGene00018199,
WBGene00018200,btb-17
WBGene00018206,ugt-61
WBGene00018207,F39G3.2
WBGene00018210,F39G3.5
WBGene00018216,F40A3.1
WBGene00018230,mage-1
WBGene00018237,irg-7
WBGene00018239,sec-20
WBGene00018240,cox-17
WBGene00018241,F40G9.5
WBGene00018242,F40G9.6
WBGene00018259,F41B4.3
WBGene00018269,acs-11
WBGene00018280,F41C6.7
WBGene00018286,F41E6.5
WBGene00018290,vps-60
WBGene00018297,F41F3.3
WBGene00018302,F41G3.6
WBGene00018335,F42A9.6
WBGene00018342,F42A10.6
WBGene00018343,F42A10.7
WBGene00018350,ifo-1
WBGene00018351,F42G2.2
WBGene00018353,fbxa-182
WBGene00018370,F42H10.6
WBGene00018374,tag-343
WBGene00018375,F43C9.1
WBGene00018384,F43C11.7
WBGene00018393,msra-1
WBGene00018395,mtch-1
WBGene00018398,sptl-2
WBGene00018405,F44A2.5
WBGene00018406,F44A2.7
WBGene00018411,F44B9.10
WBGene00018419,F44E2.6
WBGene00018422,F44E2.9
WBGene00018424,pgph-2
WBGene00018425,F44E7.3
WBGene00018431,F44E7.9
WBGene00018435,btb-9
WBGene00018465,F45E1.4
WBGene00018467,sdpn-1
WBGene00018475,mrpl-14
WBGene00018481,F45F2.9
WBGene00018484,F46C8.1
WBGene00018489,F46E10.2
WBGene00018491,mdh-1
WBGene00018516,gakh-1
WBGene00018532,F47B7.1
WBGene00018535,F47B7.4
WBGene00018560,F47D12.3
WBGene00018562,F47D12.6
WBGene00018598,F48C1.5
WBGene00018602,F48D6.4
WBGene00018604,uggt-1
WBGene00018614,pals-31
WBGene00018616,F48G7.5
WBGene00018619,F48G7.8
WBGene00018634,pigx-1
WBGene00018635,nprl-2
WBGene00018643,drd-50
WBGene00018645,F49F1.5
WBGene00018646,mul-1
WBGene00018647,F49F1.7
WBGene00018680,tsen-54
WBGene00018683,F52D1.2
WBGene00018694,F52E1.5
WBGene00018718,dhcr-24
WBGene00018724,F53A9.1
WBGene00018725,kreg-1
WBGene00018729,F53A9.6
WBGene00018731,F53A9.8
WBGene00018760,irg-3
WBGene00018762,F53E10.6
WBGene00018764,F53F10.2
WBGene00018765,mpc-2
WBGene00018779,F53H8.3
WBGene00018786,hmbx-1
WBGene00018803,fbxa-24
WBGene00018812,sumv-2
WBGene00018823,F54E2.1
WBGene00018835,F54F2.7
WBGene00018839,F54H5.2
WBGene00018841,F54H5.5
WBGene00018851,F55A3.6
WBGene00018860,vpat-1
WBGene00018874,tag-234
WBGene00018877,aman-1
WBGene00018885,drd-5
WBGene00018894,mff-2
WBGene00018904,F55G1.9
WBGene00018907,F55G1.15
WBGene00018911,F56A4.3
WBGene00018912,F56A4.4
WBGene00018930,F56B3.6
WBGene00018931,ugt-52
WBGene00018934,F56B3.11
WBGene00018939,fbxa-190
WBGene00018951,F56C9.7
WBGene00018952,F56C9.8
WBGene00018971,clec-67
WBGene00018984,F56F10.1
WBGene00018986,cdo-1
WBGene00018996,F57B9.1
WBGene00018999,F57B9.8
WBGene00019003,tmed-3
WBGene00019016,F57F4.2
WBGene00019017,F57F4.4
WBGene00019021,F57H12.6
WBGene00019022,F58A6.1
WBGene00019057,F58F9.3
WBGene00019058,F58F9.4
WBGene00019060,acox-3
WBGene00019061,F58F12.1
WBGene00019068,faah-3
WBGene00019073,fbxc-3
WBGene00019097,F59B1.2
WBGene00019100,F59B1.8
WBGene00019105,asp-8
WBGene00019126,sam-4
WBGene00019163,ubxn-6
WBGene00019164,H06H21.8
WBGene00019168,H06I04.3
WBGene00019181,
WBGene00019182,H10E21.1
WBGene00019197,H14A12.5
WBGene00019200,H14E04.3
WBGene00019203,ttr-47
WBGene00019212,zmp-2
WBGene00019213,H20E11.1
WBGene00019214,H20E11.2
WBGene00019215,H20E11.3
WBGene00019225,bgal-2
WBGene00019232,ugt-13
WBGene00019234,ugt-8
WBGene00019261,H34I24.2
WBGene00019270,H41C03.3
WBGene00019276,algn-5
WBGene00019280,K01A2.5
WBGene00019298,pnp-1
WBGene00019322,ahcy-1
WBGene00019327,zip-2
WBGene00019337,K02F6.3
WBGene00019345,tmem-135
WBGene00019351,lron-7
WBGene00019353,K03B4.1
WBGene00019368,txt-4
WBGene00019373,K04A8.1
WBGene00019381,K04C2.3
WBGene00019384,
WBGene00019404,K05B2.4
WBGene00019407,lect-2
WBGene00019410,K05F1.9
WBGene00019433,acdh-3
WBGene00019435,K06A9.1
WBGene00019444,frpr-11
WBGene00019466,tos-1
WBGene00019473,cyp-35A5
WBGene00019476,timp-1
WBGene00019477,cest-17
WBGene00019478,cri-2
WBGene00019479,K07C11.7
WBGene00019481,cogc-6
WBGene00019492,K07E3.4
WBGene00019493,catp-5
WBGene00019495,sdz-24
WBGene00019496,frpr-14
WBGene00019502,K07G6.1
WBGene00019511,lido-8
WBGene00019516,ugt-20
WBGene00019532,
WBGene00019533,K08D10.10
WBGene00019547,K09C4.1
WBGene00019563,K09C6.9
WBGene00019564,K09D9.1
WBGene00019568,
WBGene00019572,K09E2.3
WBGene00019599,acds-10
WBGene00019604,pgph-1
WBGene00019605,ctsa-4.1
WBGene00019607,K10B2.4
WBGene00019609,K10B3.1
WBGene00019617,ctsa-2
WBGene00019620,fah-1
WBGene00019631,K10D2.5
WBGene00019644,cpt-4
WBGene00019647,K11D12.7
WBGene00019649,exc-14
WBGene00019659,K11H12.3
WBGene00019660,K11H12.4
WBGene00019661,K11H12.5
WBGene00019672,
WBGene00019673,K12C11.1
WBGene00019674,K12C11.3
WBGene00019678,K12H4.3
WBGene00019680,K12H4.5
WBGene00019682,K12H4.7
WBGene00019693,ostd-1
WBGene00019703,fbxb-41
WBGene00019710,M01E11.1
WBGene00019717,trx-3
WBGene00019719,M01H9.3
WBGene00019720,M01H9.4
WBGene00019730,asns-2
WBGene00019736,M02F4.2
WBGene00019738,clec-265
WBGene00019744,M02H5.8
WBGene00019756,M03E7.4
WBGene00019757,memb-2
WBGene00019760,calu-1
WBGene00019763,galt-1
WBGene00019767,rpa-2
WBGene00019779,endu-2
WBGene00019789,
WBGene00019803,PDB1.1
WBGene00019805,R01B10.3
WBGene00019813,ger-1
WBGene00019824,R02D3.7
WBGene00019825,R02D3.8
WBGene00019830,hrg-1
WBGene00019846,gpx-7
WBGene00019858,R03H10.6
WBGene00019859,R03H10.7
WBGene00019869,cnnm-2
WBGene00019880,R05D3.6
WBGene00019886,R05D8.9
WBGene00019887,R05D8.11
WBGene00019895,aagr-2
WBGene00019900,vdac-1
WBGene00019914,clec-150
WBGene00019921,fbxc-34
WBGene00019929,R07C3.13
WBGene00019937,R07E4.3
WBGene00019941,pgam-5
WBGene00019957,R08E3.1
WBGene00019963,R08E5.3
WBGene00019978,hacd-1
WBGene00019986,R09F10.1
WBGene00019993,rbx-2
WBGene00019998,R10H1.1
WBGene00020007,R11F4.1
WBGene00020015,nhr-210
WBGene00020020,R12B2.6
WBGene00020022,gldc-1
WBGene00020026,R12C12.6
WBGene00020029,R12C12.9
WBGene00020034,R12E2.8
WBGene00020036,R12E2.11
WBGene00020037,mrps-6
WBGene00020038,R12E2.13
WBGene00020040,R12E2.15
WBGene00020047,ttr-32
WBGene00020064,kbp-1
WBGene00020068,cra-1
WBGene00020069,R13H7.2
WBGene00020073,sdz-28
WBGene00020082,gcp-2.1
WBGene00020093,R144.3
WBGene00020094,wip-1
WBGene00020096,R144.6
WBGene00020101,lmtr-5
WBGene00020109,R151.6
WBGene00020112,pfd-5
WBGene00020128,R193.2
WBGene00020137,T01B10.5
WBGene00020139,eppl-1
WBGene00020153,nhr-212
WBGene00020158,T02C5.1
WBGene00020164,
WBGene00020169,mmaa-1
WBGene00020175,T02H6.5
WBGene00020181,T02H6.11
WBGene00020182,ugt-53
WBGene00020191,clec-53
WBGene00020192,T03F1.11
WBGene00020197,mans-3
WBGene00020211,T04C9.3
WBGene00020216,trap-2
WBGene00020222,fut-6
WBGene00020246,clic-1
WBGene00020251,camt-1
WBGene00020256,T05C3.6
WBGene00020258,T05E7.1
WBGene00020259,T05E7.3
WBGene00020268,hpo-19
WBGene00020275,atp-4
WBGene00020280,T06A1.5
WBGene00020295,
WBGene00020298,T07A9.10
WBGene00020307,T07D3.4
WBGene00020314,T07E3.3
WBGene00020324,T07F12.4
WBGene00020325,bath-46
WBGene00020326,math-38
WBGene00020335,ttr-30
WBGene00020340,T08B1.1
WBGene00020343,acs-3
WBGene00020347,ech-1.2
WBGene00020348,mrpl-23
WBGene00020358,math-39
WBGene00020359,math-40
WBGene00020360,math-41
WBGene00020366,acdh-10
WBGene00020369,exc-15
WBGene00020373,gpx-6
WBGene00020374,serp-1.2
WBGene00020378,T09B4.4
WBGene00020380,T09B4.6
WBGene00020391,cct-7
WBGene00020393,T10B5.7
WBGene00020394,T10B5.8
WBGene00020397,pcbd-1
WBGene00020398,cerk-1
WBGene00020401,T10B11.5
WBGene00020441,bcas-2
WBGene00020445,T12B3.2
WBGene00020446,T12B3.3
WBGene00020448,fbxa-51
WBGene00020449,fbxa-54
WBGene00020455,fbxa-59
WBGene00020456,fbxa-60
WBGene00020457,fbxa-67
WBGene00020460,nhr-273
WBGene00020471,pho-14
WBGene00020472,lips-11
WBGene00020473,lips-12
WBGene00020500,T14B4.3
WBGene00020509,hex-1
WBGene00020517,hpo-8
WBGene00020524,dmsr-13
WBGene00020532,math-42
WBGene00020540,pals-25
WBGene00020557,T19B4.3
WBGene00020574,T19D7.6
WBGene00020576,T19D12.1
WBGene00020578,
WBGene00020583,T19D12.9
WBGene00020587,ugt-9
WBGene00020592,ugt-12
WBGene00020593,ugt-11
WBGene00020624,T20D4.19
WBGene00020646,zmp-6
WBGene00020658,T21F4.1
WBGene00020660,T21G5.2
WBGene00020662,T21H3.1
WBGene00020688,cest-6
WBGene00020691,igdb-3
WBGene00020699,T22F3.10
WBGene00020713,T23B3.5
WBGene00020715,nspd-4
WBGene00020716,phf-30
WBGene00020717,mrpl-4
WBGene00020736,T23F2.3
WBGene00020738,T23F2.5
WBGene00020760,T24C4.4
WBGene00020764,T24C12.1
WBGene00020765,T24C12.3
WBGene00020772,T24E12.2
WBGene00020774,T24E12.5
WBGene00020788,nep-22
WBGene00020796,mrpl-28
WBGene00020799,T25D10.1
WBGene00020801,T25D10.4
WBGene00020809,
WBGene00020812,acdh-7
WBGene00020822,T26A5.6
WBGene00020837,slc-36.2
WBGene00020838,trak-1
WBGene00020840,spch-3
WBGene00020842,nmrk-1
WBGene00020847,cgr-1
WBGene00020850,nhr-226
WBGene00020851,nhr-227
WBGene00020865,T27E4.7
WBGene00020868,eif-1
WBGene00020883,fbxa-64
WBGene00020886,ttr-6
WBGene00020887,hic-1
WBGene00020889,T28C12.2
WBGene00020891,cest-24
WBGene00020895,plpp-1.2
WBGene00020901,T28F2.2
WBGene00020902,jmjc-1
WBGene00020905,T28H11.7
WBGene00020909,W01A11.1
WBGene00020921,W01C8.5
WBGene00020931,cytb-5.2
WBGene00020933,W02D3.4
WBGene00020938,clec-218
WBGene00020943,W02D7.8
WBGene00020951,sna-1
WBGene00020954,W02G9.4
WBGene00020962,W02H5.8
WBGene00020967,W03A5.2
WBGene00020981,
WBGene00020994,W03F8.4
WBGene00021000,W03F9.2
WBGene00021015,enu-3.3
WBGene00021018,
WBGene00021021,mrpl-30
WBGene00021024,W04C9.2
WBGene00021026,W04C9.4
WBGene00021032,clec-118
WBGene00021048,W05H9.1
WBGene00021057,W06B4.2
WBGene00021060,dct-11
WBGene00021070,cpr-8
WBGene00021081,pals-33
WBGene00021093,W08F4.3
WBGene00021120,W09G12.6
WBGene00021128,W10C8.5
WBGene00021148,W10G11.19
WBGene00021160,gba-4
WBGene00021167,cyp-32B1
WBGene00021178,Y9C9A.8
WBGene00021190,Y14H12A.1
WBGene00021191,Y14H12B.1
WBGene00021198,npp-26
WBGene00021215,Y18H1A.11
WBGene00021252,cht-4
WBGene00021253,Y22D7AL.15
WBGene00021262,fbxa-74
WBGene00021269,Y23H5A.2
WBGene00021272,Y23H5B.1
WBGene00021274,Y23H5B.3
WBGene00021296,Y25C1A.13
WBGene00021314,Y32H12A.6
WBGene00021321,Y34B4A.5
WBGene00021322,Y34B4A.6
WBGene00021325,Y34B4A.9
WBGene00021331,glrx-10
WBGene00021336,Y34F4.1
WBGene00021339,Y34F4.4
WBGene00021340,Y34F4.5
WBGene00021352,pcyt-2.1
WBGene00021375,Y37E11B.2
WBGene00021397,Y38C1AA.6
WBGene00021401,prdx-6
WBGene00021427,sec-61.B
WBGene00021430,Y38F2AR.12
WBGene00021454,Y39F10A.3
WBGene00021487,comt-3
WBGene00021491,comt-4
WBGene00021495,sqst-2
WBGene00021500,Y40C7B.4
WBGene00021517,Y41D4B.15
WBGene00021518,hpo-6
WBGene00021519,Y41D4B.17
WBGene00021525,Y41D4B.26
WBGene00021531,Y42G9A.1
WBGene00021557,Y45G5AM.5
WBGene00021565,Y45G12C.1
WBGene00021566,Y45G12C.3
WBGene00021576,fbxc-51
WBGene00021580,clec-174
WBGene00021582,clec-71
WBGene00021583,clec-72
WBGene00021589,Y46D2A.1
WBGene00021590,Y46D2A.2
WBGene00021603,clec-204
WBGene00021605,Y46H3C.5
WBGene00021635,Y47G6A.5
WBGene00021660,nol-14
WBGene00021719,fbxb-104
WBGene00021726,bath-10
WBGene00021746,
WBGene00021758,Y50D7A.10
WBGene00021768,Y51F10.7
WBGene00021772,math-45
WBGene00021796,Y52E8A.3
WBGene00021814,Y53G8AR.7
WBGene00021817,Y53G8B.1
WBGene00021852,Y54F10AM.8
WBGene00021869,vrp-1
WBGene00021870,samt-1
WBGene00021872,clec-85
WBGene00021879,clec-83
WBGene00021895,clec-84
WBGene00021910,stim-1
WBGene00021915,Y55D5A.1
WBGene00021928,Y55F3AM.11
WBGene00021973,emc-2
WBGene00021983,npr-5
WBGene00022039,Y65B4BL.7
WBGene00022045,mrpl-55
WBGene00022047,Y66H1A.5
WBGene00022125,Y71F9B.1
WBGene00022130,Y71F9B.9
WBGene00022142,Y71G12B.2
WBGene00022156,Y71G12B.18
WBGene00022177,Y71H2AM.12
WBGene00022178,cest-25
WBGene00022179,Y71H2AM.14
WBGene00022188,Y71H2AR.1
WBGene00022196,gpa-17
WBGene00022200,fard-1
WBGene00022206,Y73B3A.4
WBGene00022245,acp-6
WBGene00022252,Y73B6BL.31
WBGene00022261,clec-210
WBGene00022276,nlp-40
WBGene00022309,rpc-11
WBGene00022326,fbxa-14
WBGene00022329,fbxa-79
WBGene00022330,fbxa-80
WBGene00022331,fbxa-19
WBGene00022337,pals-16
WBGene00022338,Y82E9BR.5
WBGene00022346,pals-17
WBGene00022353,pals-18
WBGene00022357,kbp-4
WBGene00022370,
WBGene00022378,Y94H6A.5
WBGene00022411,Y102A11A.1
WBGene00022412,Y102A11A.2
WBGene00022413,Y102A11A.3
WBGene00022415,Y102A11A.5
WBGene00022441,Y110A2AL.4
WBGene00022474,zig-9
WBGene00022486,fbxa-61
WBGene00022487,fbxa-21
WBGene00022490,Y119D3B.13
WBGene00022497,Y119D3B.21
WBGene00022507,ZC21.8
WBGene00022515,ttr-48
WBGene00022516,mtx-2
WBGene00022546,ZC196.2
WBGene00022549,ZC196.5
WBGene00022554,duxl-1
WBGene00022562,ZC204.12
WBGene00022571,ZC239.13
WBGene00022573,ZC239.15
WBGene00022574,ZC239.16
WBGene00022575,ZC239.17
WBGene00022579,ZC262.2
WBGene00022582,ZC262.5
WBGene00022592,klu-2
WBGene00022597,ZC395.5
WBGene00022599,daf-41
WBGene00022610,ltah-1.2
WBGene00022621,ZC477.7
WBGene00022642,lipl-5
WBGene00022644,dod-19
WBGene00022645,ZK6.11
WBGene00022665,ZK154.1
WBGene00022678,sar-1
WBGene00022682,ZK185.2
WBGene00022683,ZK185.3
WBGene00022734,ZK418.5
WBGene00022736,ZK418.7
WBGene00022745,ZK470.2
WBGene00022754,nspd-1
WBGene00022759,ZK546.2
WBGene00022765,ZK546.14
WBGene00022769,sorf-1
WBGene00022783,tomm-7
WBGene00022791,ZK686.1
WBGene00022793,ZK686.3
WBGene00022794,snu-23
WBGene00022798,fahd-1
WBGene00022813,ZK742.3
WBGene00022827,ZK816.4
WBGene00022848,ZK1055.7
WBGene00022850,ZK1127.3
WBGene00022851,ZK1127.4
WBGene00022853,
WBGene00022857,ZK1127.12
WBGene00022861,dve-1
WBGene00022864,ZK1236.5
WBGene00022867,ZK1240.2
WBGene00022868,ZK1240.3
WBGene00022881,ZK1248.11
WBGene00022885,ZK1248.19
WBGene00022887,ZK1290.5
WBGene00022888,rnh-1.1
