WBGeneID,Public_name
WBGene00008988,F20G2.5
WBGene00008992,F21A3.2
WBGene00009002,hint-1
WBGene00009004,pfd-6
WBGene00009006,F21D5.1
WBGene00009008,F21D5.3
WBGene00009013,mrps-33
WBGene00009023,F21G4.1
WBGene00009045,F22B5.10
WBGene00009048,cth-1
WBGene00009049,F22B8.7
WBGene00009051,nduf-6
WBGene00009057,cept-1
WBGene00009059,chw-1
WBGene00009061,pals-14
WBGene00009078,rpb-12
WBGene00009081,F23B12.4
WBGene00009089,jmjd-3.2
WBGene00009093,F23H12.3
WBGene00009118,F25H2.4
WBGene00009119,ndk-1
WBGene00009122,tct-1
WBGene00009128,mrpl-54
WBGene00009131,F25H8.1
WBGene00009138,F25H9.6
WBGene00009139,F25H9.7
WBGene00009140,F26A3.1
WBGene00009142,F26A3.4
WBGene00009146,F26C11.1
WBGene00009156,clec-196
WBGene00009159,F26E4.4
WBGene00009161,cox-7C
WBGene00009165,gpx-1
WBGene00009169,F26F2.4
WBGene00009179,kbp-3
WBGene00009187,F27D4.1
WBGene00009192,asah-2
WBGene00009207,F28C6.8
WBGene00009212,atz-1
WBGene00009219,dpm-3
WBGene00009221,acs-2
WBGene00009226,cyp-37B1
WBGene00009237,F28H7.3
WBGene00009246,gfm-1
WBGene00009259,hpo-34
WBGene00009260,calm-1
WBGene00009261,F30A10.2
WBGene00009266,F30A10.9
WBGene00009272,gras-1
WBGene00009274,F30F8.5
WBGene00009287,psf-2
WBGene00009289,exos-7
WBGene00009293,F31D4.8
WBGene00009304,eva-1
WBGene00009319,mccc-1
WBGene00009328,F32D8.3
WBGene00009329,F32D8.4
WBGene00009330,F32D8.5
WBGene00009347,F32H5.1
WBGene00009353,sdhd-1
WBGene00009367,F33H2.3
WBGene00009369,F33H2.6
WBGene00009374,F34D10.4
WBGene00009389,F35B12.10
WBGene00009393,clec-62
WBGene00009394,clec-63
WBGene00009395,clec-64
WBGene00009396,clec-65
WBGene00009397,clec-66
WBGene00009429,irg-5
WBGene00009430,F35E12.6
WBGene00009431,dct-17
WBGene00009432,cld-9
WBGene00009433,F35E12.9
WBGene00009436,marb-1
WBGene00009443,F35G12.7
WBGene00009444,erh-2
WBGene00009445,F35G12.12
WBGene00009448,zfp-2
WBGene00009452,F36A2.2
WBGene00009453,F36A2.3
WBGene00009454,F36A2.7
WBGene00009455,phip-1
WBGene00009456,F36A2.9
WBGene00009466,F36D1.7
WBGene00009475,F36F2.1
WBGene00009480,F36F2.7
WBGene00009483,F36G3.2
WBGene00009488,oac-20
WBGene00009493,hrg-4
WBGene00009495,hrg-6
WBGene00009505,F37B12.3
WBGene00009512,bigr-1
WBGene00009517,clec-167
WBGene00009518,clec-166
WBGene00009519,F38A1.6
WBGene00009522,F38A1.9
WBGene00009523,clec-165
WBGene00009525,F38A1.13
WBGene00009526,clec-169
WBGene00009531,F38B2.4
WBGene00009534,F38B7.3
WBGene00009554,F39B2.3
WBGene00009560,psa-3
WBGene00009571,F40D4.12
WBGene00009576,F40F8.3
WBGene00009577,F40F8.4
WBGene00009581,F40F9.3
WBGene00009583,aagr-3
WBGene00009588,F40F11.3
WBGene00009589,F40F11.4
WBGene00009595,cbp-3
WBGene00009621,fipr-21
WBGene00009624,cnc-8
WBGene00009628,tatn-1
WBGene00009635,F42F12.3
WBGene00009636,F42F12.4
WBGene00009642,F42G4.5
WBGene00009648,zhit-2
WBGene00009650,ccnk-1
WBGene00009664,idha-1
WBGene00009666,slc-25A42
WBGene00009679,F44D12.2
WBGene00009691,F44E5.4
WBGene00009692,F44E5.5
WBGene00009706,argk-1
WBGene00009710,F44G3.10
WBGene00009711,F44G4.1
WBGene00009722,F45D3.2
WBGene00009723,F45D3.3
WBGene00009724,F45D3.4
WBGene00009728,sdz-19
WBGene00009736,F45G2.10
WBGene00009739,F45H10.2
WBGene00009741,drr-1
WBGene00009745,cox-19
WBGene00009773,lipl-2
WBGene00009781,F46C5.6
WBGene00009782,F46C5.7
WBGene00009783,rer-1
WBGene00009787,F46F2.3
WBGene00009796,F46G10.1
WBGene00009798,F46G10.4
WBGene00009809,F47B8.8
WBGene00009818,acbp-3
WBGene00009852,arrd-24
WBGene00009854,clec-31
WBGene00009857,clec-28
WBGene00009860,clec-32
WBGene00009876,F49C12.6
WBGene00009877,F49C12.7
WBGene00009880,F49C12.11
WBGene00009881,F49C12.12
WBGene00009882,vha-17
WBGene00009883,F49C12.14
WBGene00009886,F49E2.2
WBGene00009895,scl-2
WBGene00009898,dod-23
WBGene00009899,efl-3
WBGene00009902,drd-1
WBGene00009903,F49E12.10
WBGene00009914,F49H6.13
WBGene00009915,F52A8.1
WBGene00009918,gcsh-2
WBGene00009919,kbrl-1
WBGene00009921,F52B5.2
WBGene00009925,F52B11.2
WBGene00009940,strl-1
WBGene00009945,bath-38
WBGene00009947,ttc-36
WBGene00009948,F52H3.6
WBGene00009957,F53B2.8
WBGene00009963,fipr-26
WBGene00009966,isy-1
WBGene00009968,fig-1
WBGene00009971,F53C11.1
WBGene00009973,F53C11.3
WBGene00009979,cutl-1
WBGene00009980,F53F1.2
WBGene00009981,F53F1.3
WBGene00009984,F53F1.6
WBGene00009998,klf-2
WBGene00010037,F54C8.4
WBGene00010041,F54C9.3
WBGene00010043,F54C9.7
WBGene00010047,F54D1.6
WBGene00010048,F54D5.2
WBGene00010049,F54D5.3
WBGene00010050,F54D5.4
WBGene00010052,F54D5.7
WBGene00010063,dhrs-4
WBGene00010070,nep-17
WBGene00010075,F55A11.1
WBGene00010083,xdh-1
WBGene00010086,F55B11.4
WBGene00010088,F55B12.2
WBGene00010089,hpo-31
WBGene00010100,F55C9.3
WBGene00010102,F55C9.5
WBGene00010113,F55D12.5
WBGene00010116,cest-13
WBGene00010117,nkb-3
WBGene00010123,F55G11.2
WBGene00010124,F55G11.4
WBGene00010125,dod-22
WBGene00010127,F55G11.7
WBGene00010128,F55G11.8
WBGene00010130,vha-14
WBGene00010134,F55H12.3
WBGene00010136,F55H12.5
WBGene00010144,F56C4.1
WBGene00010150,F56D5.6
WBGene00010157,oac-34
WBGene00010174,F56H9.2
WBGene00010176,
WBGene00010188,F57B1.5
WBGene00010189,F57B1.6
WBGene00010215,nhr-193
WBGene00010225,ttr-31
WBGene00010230,rpac-19
WBGene00010234,ttr-50
WBGene00010238,F58B4.5
WBGene00010253,F58E6.4
WBGene00010256,hrg-3
WBGene00010257,F58E6.8
WBGene00010266,dct-18
WBGene00010274,F58G6.3
WBGene00010277,F58G6.7
WBGene00010280,rde-12
WBGene00010285,F58H1.2
WBGene00010286,F58H1.3
WBGene00010291,F58H10.1
WBGene00010296,dgat-2
WBGene00010303,cri-3
WBGene00010305,F59A2.5
WBGene00010308,F59B2.3
WBGene00010317,idh-1
WBGene00010328,F59C6.11
WBGene00010330,F59D12.2
WBGene00010333,copz-1
WBGene00010334,del-5
WBGene00010336,acox-1.6
WBGene00010337,serp-1.1
WBGene00010339,acl-1
WBGene00010340,slcf-1
WBGene00010341,glo-3
WBGene00010348,H01G02.1
WBGene00010351,cbd-1
WBGene00010357,H03A11.2
WBGene00010370,ctg-1
WBGene00010383,mpst-3
WBGene00010386,H12D21.10
WBGene00010397,suox-1
WBGene00010407,scb-1
WBGene00010424,lep-5
WBGene00010428,dcn-1
WBGene00010436,JC8.4
WBGene00010456,K01C8.1
WBGene00010458,mrpl-10
WBGene00010461,K01D12.1
WBGene00010467,K01D12.8
WBGene00010470,cdr-4
WBGene00010471,cdr-6
WBGene00010495,K02B12.2
WBGene00010500,K02B12.7
WBGene00010501,K02C4.2
WBGene00010507,K02E2.6
WBGene00010524,K03B8.6
WBGene00010525,K03B8.8
WBGene00010539,ttr-2
WBGene00010540,K03H1.5
WBGene00010545,cbp-2
WBGene00010554,mlc-6
WBGene00010564,ath-1
WBGene00010565,vacl-14
WBGene00010567,K04G2.9
WBGene00010568,K04G2.10
WBGene00010571,K04G11.3
WBGene00010579,K05C4.2
WBGene00010583,K05C4.7
WBGene00010584,K05C4.8
WBGene00010597,K06A4.7
WBGene00010605,K06G5.1
WBGene00010611,K07A1.4
WBGene00010615,ate-1
WBGene00010617,K07A1.13
WBGene00010620,K07A12.1
WBGene00010625,K07C5.2
WBGene00010633,nspd-2
WBGene00010634,K07F5.6
WBGene00010637,K07F5.12
WBGene00010655,K08D8.1
WBGene00010656,K08D8.2
WBGene00010657,K08D8.3
WBGene00010658,K08D8.4
WBGene00010659,K08D8.5
WBGene00010660,K08D8.6
WBGene00010661,tyr-2
WBGene00010665,K08E3.5
WBGene00010667,K08E4.3
WBGene00010671,eak-7
WBGene00010676,ctf-18
WBGene00010680,K08F4.12
WBGene00010681,mak-1
WBGene00010691,K08H2.4
WBGene00010697,uda-1
WBGene00010699,trpp-6
WBGene00010717,K09C8.7
WBGene00010724,K09E9.1
WBGene00010745,dod-17
WBGene00010747,K10D11.3
WBGene00010750,K10D11.6
WBGene00010752,K10G4.3
WBGene00010759,cysl-2
WBGene00010769,asah-1
WBGene00010774,K11E4.2
WBGene00010778,gpdh-2
WBGene00010780,K11H3.3
WBGene00010782,K11H3.5
WBGene00010783,mrpl-36
WBGene00010790,sodh-1
WBGene00010793,LLC1.2
WBGene00010811,hmit-1.3
WBGene00010813,pitp-1
WBGene00010822,M01G12.9
WBGene00010831,M02G9.2
WBGene00010835,M03B6.3
WBGene00010850,M04C3.1
WBGene00010851,M04C3.2
WBGene00010858,M04C9.3
WBGene00010867,tag-260
WBGene00010870,let-522
WBGene00010877,lact-4
WBGene00010879,taap-1
WBGene00010887,M7.12
WBGene00010896,M28.5
WBGene00010897,lact-3
WBGene00010899,M28.8
WBGene00010901,M28.10
WBGene00010904,ugt-62
WBGene00010905,mrps-34
WBGene00010924,M153.1
WBGene00010925,M153.2
WBGene00010928,clec-258
WBGene00010942,chch-3
WBGene00010943,M176.4
WBGene00010977,R02D5.3
WBGene00010983,mocs-1
WBGene00010988,metr-1
WBGene00010993,vha-20
WBGene00010998,R03G8.3
WBGene00011003,R04B5.5
WBGene00011006,ugt-47
WBGene00011012,R04D3.4
WBGene00011014,hpo-30
WBGene00011015,R04F11.2
WBGene00011018,R05A10.1
WBGene00011019,R05A10.2
WBGene00011032,ddx-52
WBGene00011033,tmem-208
WBGene00011035,snrp-27
WBGene00011040,arv-1
WBGene00011059,R06C1.4
WBGene00011064,adsl-1
WBGene00011072,tag-209
WBGene00011073,R07A4.2
WBGene00011074,R07A4.3
WBGene00011076,scav-5
WBGene00011083,glo-1
WBGene00011089,kmo-1
WBGene00011090,R07B7.6
WBGene00011093,R07B7.9
WBGene00011094,R07B7.10
WBGene00011095,gana-1
WBGene00011097,nhr-206
WBGene00011102,R07E3.1
WBGene00011103,R07E3.2
WBGene00011105,R07E3.4
WBGene00011106,acl-5
WBGene00011108,R07E3.7
WBGene00011109,R07E5.1
WBGene00011115,R07E5.7
WBGene00011116,pdcd-2
WBGene00011119,mpc-1
WBGene00011122,cpt-2
WBGene00011123,nuaf-3
WBGene00011124,sdz-27
WBGene00011128,adk-1
WBGene00011129,R07H5.9
WBGene00011139,R08B4.3
WBGene00011144,R08D7.4
WBGene00011145,R08D7.5
WBGene00011147,R08D7.7
WBGene00011155,rbm-3.1
WBGene00011156,rbm-3.2
WBGene00011166,chil-22
WBGene00011167,chil-23
WBGene00011181,R09H10.3
WBGene00011182,R09H10.5
WBGene00011183,R09H10.6
WBGene00011184,R09H10.7
WBGene00011190,swt-6
WBGene00011193,algn-13
WBGene00011194,R10D12.13
WBGene00011195,sao-1
WBGene00011198,R10E4.1
WBGene00011205,R10E4.9
WBGene00011207,R10E8.1
WBGene00011209,R10E8.3
WBGene00011213,R10E8.8
WBGene00011222,R10H10.3
WBGene00011224,R10H10.6
WBGene00011227,nlp-67
WBGene00011230,nud-2
WBGene00011232,pck-2
WBGene00011235,suro-1
WBGene00011239,pges-2
WBGene00011246,R11D1.7
WBGene00011247,mrpl-49
WBGene00011248,R11D1.10
WBGene00011263,R13H4.5
WBGene00011273,R53.4
WBGene00011284,ttr-27
WBGene00011291,R102.4
WBGene00011305,R186.1
WBGene00011306,R186.3
WBGene00011321,fil-1
WBGene00011330,T01D3.6
WBGene00011331,T01E8.1
WBGene00011335,T01E8.8
WBGene00011339,T01G5.1
WBGene00011351,T01H3.5
WBGene00011353,T01H8.2
WBGene00011361,lyst-1
WBGene00011366,T02C1.2
WBGene00011391,mrps-12
WBGene00011399,T03F6.3
WBGene00011404,T03F7.7
WBGene00011412,mrpl-16
WBGene00011423,ipla-7
WBGene00011427,T04C12.1
WBGene00011439,T04F3.4
WBGene00011445,T04F8.7
WBGene00011462,vap-2
WBGene00011464,T05B9.1
WBGene00011469,dylt-3
WBGene00011480,enpl-1
WBGene00011487,T05E12.6
WBGene00011494,T05F1.9
WBGene00011495,T05F1.11
WBGene00011501,rmd-1
WBGene00011513,fbxa-197
WBGene00011517,cgt-1
WBGene00011519,T06C12.12
WBGene00011528,fndc-1
WBGene00011534,T06E4.7
WBGene00011539,fbxa-135
WBGene00011545,T06G6.3
WBGene00011559,umps-1
WBGene00011561,ttr-15
WBGene00011571,ttr-46
WBGene00011579,T07D4.2
WBGene00011610,T08D2.5
WBGene00011630,T08G11.3
WBGene00011634,T09A5.5
WBGene00011648,cni-1
WBGene00011681,T10B10.4
WBGene00011684,T10B10.8
WBGene00011687,cwc-15
WBGene00011707,T11B7.2
WBGene00011730,drr-2
WBGene00011733,T12D8.5
WBGene00011734,mlc-5
WBGene00011738,T12G3.2
WBGene00011739,T12G3.4
WBGene00011740,mrpl-51
WBGene00011743,T13F2.2
WBGene00011756,ctg-2
WBGene00011767,agxt-1
WBGene00011771,T14G8.3
WBGene00011773,ttr-53
WBGene00011775,copg-1
WBGene00011783,T15D6.9
WBGene00011788,hal-3
WBGene00011789,T15H9.4
WBGene00011793,T16A9.3
WBGene00011798,T16G1.4
WBGene00011800,T16G1.6
WBGene00011801,T16G1.7
WBGene00011802,T16G1.9
WBGene00011803,T16G12.1
WBGene00011809,T16G12.8
WBGene00011820,T18D3.1
WBGene00011821,cdf-2
WBGene00011823,T18D3.6
WBGene00011831,T19B10.2
WBGene00011835,pgap-1
WBGene00011838,T19C4.1
WBGene00011844,T19C9.8
WBGene00011846,chil-25
WBGene00011850,T20B3.1
WBGene00011852,clec-26
WBGene00011856,T20D3.2
WBGene00011859,T20D3.6
WBGene00011860,pigc-1
WBGene00011867,chc-1
WBGene00011869,dod-6
WBGene00011870,T20G5.8
WBGene00011883,mrpl-50
WBGene00011893,T21C9.6
WBGene00011897,scpl-4
WBGene00011902,T21E8.4
WBGene00011903,T21E8.5
WBGene00011917,T22C1.6
WBGene00011926,sptf-2
WBGene00011932,sptl-3
WBGene00011936,pgrn-1
WBGene00011938,alh-13
WBGene00011953,ppm-2
WBGene00011966,T23G7.3
WBGene00011967,pir-1
WBGene00011971,lron-9
WBGene00011979,T24B8.5
WBGene00012007,T25B9.1
WBGene00012010,T25B9.4
WBGene00012013,ugt-54
WBGene00012017,shpk-1
WBGene00012018,T25C12.3
WBGene00012029,T25G3.1
WBGene00012034,T26C5.4
WBGene00012058,
WBGene00012081,T27C5.8
WBGene00012101,zip-10
WBGene00012107,T27F6.8
WBGene00012113,T28B8.1
WBGene00012121,T28C6.7
WBGene00012122,T28C6.8
WBGene00012123,T28D6.3
WBGene00012127,T28D6.7
WBGene00012140,T28F4.5
WBGene00012144,T28H10.3
WBGene00012149,VF13D12L.3
WBGene00012162,sek-6
WBGene00012164,W01A8.2
WBGene00012166,nuo-6
WBGene00012179,W01D2.1
WBGene00012182,osta-3
WBGene00012201,W02B12.1
WBGene00012204,mfn-1
WBGene00012213,W02D9.7
WBGene00012216,W02D9.10
WBGene00012221,W03C9.5
WBGene00012231,W04A4.2
WBGene00012235,W04A4.6
WBGene00012240,W04A8.5
WBGene00012245,rbm-25
WBGene00012250,W04E12.5
WBGene00012251,clec-49
WBGene00012253,clec-50
WBGene00012276,his-74
WBGene00012290,
WBGene00012295,nmat-1
WBGene00012296,spe-46
WBGene00012324,rhy-1
WBGene00012326,W07E11.1
WBGene00012330,zip-3
WBGene00012339,W07G4.5
WBGene00012344,ola-1
WBGene00012351,W09C5.1
WBGene00012354,cox-4
WBGene00012361,mrpl-12
WBGene00012364,zmp-4
WBGene00012375,mecr-1
WBGene00012382,ttr-16
WBGene00012407,Y7A5A.1
WBGene00012408,Y7A5A.2
WBGene00012434,Y11D7A.10
WBGene00012436,flh-3
WBGene00012444,Y15E3A.5
WBGene00012445,Y16B4A.2
WBGene00012452,Y17D7B.4
WBGene00012456,Y17D7C.2
WBGene00012462,Y17G7B.8
WBGene00012464,arrd-7
WBGene00012476,Y18D10A.3
WBGene00012483,coa-5
WBGene00012489,Y19D2B.1
WBGene00012494,nhr-232
WBGene00012501,Y26D4A.3
WBGene00012529,Y32F6A.4
WBGene00012530,Y32F6A.5
WBGene00012531,Y32F6B.1
WBGene00012532,crp-1
WBGene00012533,fbxa-209
WBGene00012538,Y37A1B.5
WBGene00012540,Y37A1B.7
WBGene00012546,Y37D8A.4
WBGene00012548,Y37D8A.6
WBGene00012550,spcs-2
WBGene00012553,cox-5A
WBGene00012554,Y37D8A.16
WBGene00012582,clec-8
WBGene00012583,clec-4
WBGene00012608,hphd-1
WBGene00012621,Y38H6C.8
WBGene00012624,fbxa-150
WBGene00012643,Y39A1A.3
WBGene00012645,mrpl-22
WBGene00012646,lron-10
WBGene00012656,Y39A1A.18
WBGene00012668,Y39B6A.5
WBGene00012683,asp-17
WBGene00012688,Y39B6A.29
WBGene00012727,Y39G8B.7
WBGene00012729,Y39G8B.10
WBGene00012739,Y40B1B.7
WBGene00012740,slc-25A46
WBGene00012755,Y41C4A.8
WBGene00012768,eef-1B.2
WBGene00012777,lact-8
WBGene00012780,Y42A5A.5
WBGene00012781,nspd-7
WBGene00012782,Y43C5A.2
WBGene00012810,nceh-1
WBGene00012819,Y43F8B.9
WBGene00012822,Y43F8B.12
WBGene00012823,Y43F8B.13
WBGene00012830,mrps-28
WBGene00012834,Y43F8C.13
WBGene00012853,Y44A6D.2
WBGene00012860,acdh-11
WBGene00012866,afmd-2
WBGene00012885,iscu-1
WBGene00012889,icap-1
WBGene00012890,lact-9
WBGene00012910,Y46G5A.20
WBGene00012911,acl-7
WBGene00012932,Y47D3A.21
WBGene00012947,Y47H9C.1
WBGene00012952,Y47H9C.9
WBGene00012961,Y47H10A.5
WBGene00012968,Y48A6B.7
WBGene00012970,Y48A6B.9
WBGene00013004,mrpl-37
WBGene00013024,cept-2
WBGene00013035,Y49E10.16
WBGene00013037,Y49E10.18
WBGene00013073,hmit-1.1
WBGene00013078,ttr-25
WBGene00013080,Y51A2D.13
WBGene00013081,txt-14
WBGene00013091,Y51B9A.9
WBGene00013101,Y51H4A.5
WBGene00013119,Y51H4A.25
WBGene00013129,Y52B11A.10
WBGene00013140,mop-25.2
WBGene00013144,pno-1
WBGene00013149,Y53F4B.1
WBGene00013176,Y53F4B.39
WBGene00013197,ttm-5
WBGene00013200,Y54E5A.5
WBGene00013208,Y54G9A.5
WBGene00013218,Y54G11A.9
WBGene00013227,Y56A3A.6
WBGene00013236,Y56A3A.18
WBGene00013237,Y56A3A.19
WBGene00013238,trap-4
WBGene00013257,Y57A10A.14
WBGene00013284,daf-22
WBGene00013288,Y57A10C.10
WBGene00013295,Y57G11B.2
WBGene00013301,Y57G11C.3
WBGene00013304,ptp-5.2
WBGene00013305,
WBGene00013308,nuo-3
WBGene00013360,tmed-4
WBGene00013364,Y60A3A.16
WBGene00013399,Y62H9A.11
WBGene00013400,Y62H9A.12
WBGene00013418,Y65A5A.1
WBGene00013426,Y66A7A.7
WBGene00013435,Y66D12A.9
WBGene00013439,Y66D12A.13
WBGene00013482,Y69H2.7
WBGene00013484,Y69H2.9
WBGene00013497,hex-5
WBGene00013514,Y73F4A.1
WBGene00013515,Y73F4A.2
WBGene00013541,lonp-2
WBGene00013550,Y75B8A.14
WBGene00013553,Y75B8A.18
WBGene00013559,Y75B8A.28
WBGene00013560,zip-12
WBGene00013575,acs-5
WBGene00013576,Y76A2B.4
WBGene00013577,Y76A2B.5
WBGene00013580,Y79H2A.3
WBGene00013594,Y87G2A.2
WBGene00013608,clec-35
WBGene00013609,clec-37
WBGene00013643,Y105C5A.24
WBGene00013650,Y105C5B.9
WBGene00013654,Y105C5B.15
WBGene00013693,Y105E8B.9
WBGene00013694,mekk-3
WBGene00013697,dsbn-1
WBGene00013702,Y106G6D.6
WBGene00013708,Y106G6E.4
WBGene00013716,Y106G6H.1
WBGene00013720,Y106G6H.8
WBGene00013749,Y113G7A.12
WBGene00013754,fbxa-116
WBGene00013755,fbxa-115
WBGene00013758,fbxa-114
WBGene00013760,srbc-34
WBGene00013761,Y113G7B.11
WBGene00013762,Y113G7B.12
WBGene00013763,
WBGene00013781,Y116A8B.4
WBGene00013805,bca-2
WBGene00013837,fbxa-30
WBGene00013838,fbxa-31
WBGene00013839,fbxa-32
WBGene00013857,orc-5
WBGene00013866,cbs-1
WBGene00013869,mlck-1
WBGene00013870,ZC373.5
WBGene00013874,cest-2.2
WBGene00013875,cest-2.1
WBGene00013878,atfs-1
WBGene00013880,mppb-1
WBGene00013882,msa-1
WBGene00013884,ZC412.3
WBGene00013886,ZC412.5
WBGene00013893,coa-6
WBGene00013900,ugt-18
WBGene00013901,ugt-16
WBGene00013905,ugt-4
WBGene00013906,ugt-5
WBGene00013920,pssy-1
WBGene00013946,ZK228.3
WBGene00013957,sre-23
WBGene00013958,nol-16
WBGene00013963,sulp-8
WBGene00013968,ZK287.9
WBGene00013976,hizr-1
WBGene00013983,ZK512.2
WBGene00013997,ZK550.3
WBGene00014000,ZK550.6
WBGene00014001,pyk-2
WBGene00014016,ZK632.9
WBGene00014017,ZK632.10
WBGene00014022,ZK637.2
WBGene00014030,glb-1
WBGene00014057,ZK673.1
WBGene00014058,ZK673.2
WBGene00014088,ZK809.8
WBGene00014089,ZK822.1
WBGene00014106,ZK856.5
WBGene00014108,ZK856.7
WBGene00014111,rpc-25
WBGene00014135,ZK896.4
WBGene00014136,ZK896.5
WBGene00014137,clec-187
WBGene00014140,ZK899.1
WBGene00014141,ZK899.2
WBGene00014148,ZK909.3
WBGene00014158,ZK938.1
WBGene00014163,rnh-1.2
WBGene00014164,lact-2
WBGene00014165,puf-12
WBGene00014172,clpp-1
WBGene00014177,frg-1
WBGene00014192,nhr-246
WBGene00014199,ZK1053.4
WBGene00014206,nit-1
WBGene00014207,ZK1058.9
WBGene00014208,znfx-1
WBGene00014222,trpp-3
WBGene00014226,ZK1098.11
WBGene00014234,vps-29
WBGene00014244,ZK1307.1
WBGene00014249,ZK1307.8
WBGene00014251,gstk-1
WBGene00014252,ZK1320.2
WBGene00014253,ZK1320.3
WBGene00014262,ZK1321.4
WBGene00014300,D2023.1
WBGene00014666,C05D12.3
WBGene00014669,zipt-2.1
WBGene00014697,cyp-25A3
WBGene00014864,
WBGene00014999,AH9.3
WBGene00015009,B0041.5
WBGene00015010,ptps-1
WBGene00015038,nstp-6
WBGene00015044,cyp-34A9
WBGene00015046,nlp-34
WBGene00015047,faah-1
WBGene00015048,faah-2
WBGene00015050,clec-51
WBGene00015052,clec-52
WBGene00015057,gad-3
WBGene00015059,B0228.1
WBGene00015064,B0228.7
WBGene00015067,cest-35.1
WBGene00015088,B0252.3
WBGene00015100,B0280.2
WBGene00015101,rpia-1
WBGene00015106,B0280.11
WBGene00015107,viro-2
WBGene00015110,B0281.3
WBGene00015115,B0286.1
WBGene00015116,paic-1
WBGene00015122,B0302.5
WBGene00015125,B0303.3
WBGene00015133,mrpl-11
WBGene00015141,ugt-46
WBGene00015147,B0336.7
WBGene00015152,B0348.2
WBGene00015158,B0361.4
WBGene00015162,algn-11
WBGene00015163,B0361.9
WBGene00015181,B0416.5
WBGene00015196,B0454.5
WBGene00015207,B0495.8
WBGene00015208,B0495.9
WBGene00015211,B0496.2
WBGene00015216,valv-1
WBGene00015220,B0507.3
WBGene00015225,B0507.8
WBGene00015227,ddn-1
WBGene00015248,mai-2
WBGene00015251,B0546.4
WBGene00015259,dod-20
WBGene00015279,cest-5.1
WBGene00015280,C01B10.6
WBGene00015284,cest-5.2
WBGene00015291,C01B12.8
WBGene00015297,sco-1
WBGene00015303,rga-6
WBGene00015307,C01G5.5
WBGene00015327,snpn-1
WBGene00015328,C02B10.3
WBGene00015333,slc-17.3
WBGene00015339,C02E7.6
WBGene00015344,nra-4
WBGene00015348,C02F5.5
WBGene00015349,henn-1
WBGene00015362,fbxa-105
WBGene00015369,ugt-51
WBGene00015376,C03B1.5
WBGene00015378,C03B1.7
WBGene00015381,C03B1.13
WBGene00015382,C03B1.14
WBGene00015389,scav-1
WBGene00015400,cyp-35A2
WBGene00015403,clec-10
WBGene00015410,tbc-6
WBGene00015469,C05D2.8
WBGene00015471,lmp-2
WBGene00015477,attf-4
WBGene00015479,wht-1
WBGene00015480,C05D10.4
WBGene00015483,C05D11.5
WBGene00015487,mrps-17
WBGene00015488,C05D11.13
WBGene00015511,C06A6.7
WBGene00015517,C06A8.8
WBGene00015522,C06E1.7
WBGene00015526,C06E1.11
WBGene00015540,sams-4
WBGene00015547,ain-1
WBGene00015554,C06G3.8
WBGene00015557,hrpk-2
WBGene00015558,C06G4.4
WBGene00015561,C07A12.7
WBGene00015565,C07D8.6
WBGene00015567,bath-44
WBGene00015569,C07D10.5
WBGene00015574,irg-1
WBGene00015579,C07H6.2
WBGene00015581,C07H6.4
WBGene00015593,C08E3.1
WBGene00015596,
WBGene00015597,
WBGene00015598,fbxa-163
WBGene00015599,fbxa-164
WBGene00015601,fbxa-166
WBGene00015602,fbxa-158
WBGene00015608,math-3
WBGene00015609,math-4
WBGene00015610,C08F1.6
WBGene00015613,C08F1.10
WBGene00015623,C09B8.4
WBGene00015646,mlt-10
WBGene00015648,orai-1
WBGene00015650,pkg-2
WBGene00015664,C10A4.3
WBGene00015671,C10B5.3
WBGene00015692,ugt-25
WBGene00015702,C11D2.4
WBGene00015709,cyp-33A1
WBGene00015713,C12D12.1
WBGene00015716,sox-4
WBGene00015728,C13A10.1
WBGene00015735,pdfr-1
WBGene00015739,ugt-7
WBGene00015745,C13F10.6
WBGene00015747,C13G5.2
WBGene00015752,C14B9.2
WBGene00015756,C14C6.2
WBGene00015759,C14C6.5
WBGene00015762,C14C6.8
WBGene00015767,hex-2
WBGene00015768,C14C11.4
WBGene00015783,C15B12.1
WBGene00015791,C15C7.5
WBGene00015793,C15C7.7
WBGene00015802,kynu-1
WBGene00015803,C15H9.9
WBGene00015806,smrc-1
WBGene00015809,C16A3.4
WBGene00015810,C16A3.5
WBGene00015811,C16A3.6
WBGene00015814,oatr-1
WBGene00015823,C16B8.3
WBGene00015828,math-14
WBGene00015829,math-15
WBGene00015859,C16D9.4
WBGene00015884,C17B7.10
WBGene00015885,fbxa-65
WBGene00015887,C17C3.1
WBGene00015889,C17C3.3
WBGene00015894,acdh-2
WBGene00015906,C17E7.13
WBGene00015910,C17F4.2
WBGene00015913,C17F4.7
WBGene00015914,C17F4.8
WBGene00015915,C17G10.1
WBGene00015930,cest-4
WBGene00015932,C17H12.6
WBGene00015933,C17H12.8
WBGene00015938,anat-1
WBGene00015941,C18A3.3
WBGene00015947,C18A11.1
WBGene00015949,C18A11.3
WBGene00015955,C18B2.4
WBGene00015956,C18B2.5
WBGene00015965,ugt-48
WBGene00015971,swsn-2.2
WBGene00015981,elt-7
WBGene00015984,C18G1.6
WBGene00016004,C18H9.6
WBGene00016009,C23F12.4
WBGene00016011,C23G10.2
WBGene00016012,C23G10.5
WBGene00016018,C23H3.2
WBGene00016019,ascc-1
WBGene00016020,sptl-1
WBGene00016023,prmt-6
