WBGeneID,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00003678,Direct,SET6,Increasing,ClassA
WBGene00003678,Direct,SET6,Increasing,ClassA
WBGene00003678,Direct,SET6,Increasing,ClassA
WBGene00003688,Indirect,SET2,Increasing,NA
WBGene00003689,Direct,SET3,Increasing,ClassB
WBGene00003696,Indirect,SET6,Increasing,NA
WBGene00003698,Direct,SET6,L3_High,ClassA
WBGene00003701,Indirect,SET2,Not_Bound,NA
WBGene00003702,Indirect,SET2,Not_Bound,NA
WBGene00003711,Direct,SET6,Increasing,ClassA
WBGene00003711,Direct,SET6,Larval,ClassA
WBGene00003711,Direct,SET6,Increasing,ClassA
WBGene00003727,Direct,SET2,Increasing,ClassC
WBGene00003727,Direct,SET2,Increasing,ClassC
WBGene00003727,Direct,SET2,Increasing,ClassC
WBGene00003730,Direct,SET3,Increasing,ClassB
WBGene00003730,Direct,SET3,Increasing,ClassB
WBGene00003733,Indirect,SET3,Increasing,NA
WBGene00003734,Direct,SET6,Larval,ClassA
WBGene00003735,Indirect,SET2,L3_High,NA
WBGene00003748,Indirect,SET6,Not_Bound,NA
WBGene00003750,Indirect,SET6,Increasing,NA
WBGene00003753,Indirect,SET6,Not_Bound,NA
WBGene00003754,Indirect,SET6,Not_Bound,NA
WBGene00003755,Indirect,SET6,Not_Changing,NA
WBGene00003758,Indirect,SET6,Not_Bound,NA
WBGene00003759,Indirect,SET6,Not_Bound,NA
WBGene00003773,Direct,SET6,Increasing,ClassB
WBGene00003783,Indirect,SET2,Not_Bound,NA
WBGene00003786,Direct,SET4,Increasing,ClassB
WBGene00003786,Direct,SET4,Larval,ClassB
WBGene00003786,Direct,SET4,Larval,ClassB
WBGene00003813,Direct,SET6,L3_High,ClassA
WBGene00003813,Direct,SET6,Increasing,ClassA
WBGene00003813,Direct,SET6,L3_High,ClassA
WBGene00003815,Direct,SET2,Increasing,ClassD
WBGene00003815,Direct,SET2,L3_High,ClassD
WBGene00003815,Direct,SET2,Increasing,ClassD
WBGene00003828,Direct,SET6,Larval,ClassA
WBGene00003828,Direct,SET6,Larval,ClassA
WBGene00003835,Indirect,SET2,Not_Bound,NA
WBGene00003837,Indirect,SET6,Increasing,NA
WBGene00003838,Indirect,SET6,Not_Bound,NA
WBGene00003839,Indirect,SET6,Not_Bound,NA
WBGene00003840,Direct,SET6,Larval,ClassA
WBGene00003845,Direct,SET3,L3_High,ClassC
WBGene00003845,Direct,SET3,Increasing,ClassC
WBGene00003861,Indirect,SET1,Not_Bound,NA
WBGene00003864,Indirect,SET2,Not_Bound,NA
WBGene00003877,Direct,SET3,Larval,ClassB
WBGene00003877,Direct,SET3,Larval,ClassB
WBGene00003889,Indirect,SET6,Not_Changing,NA
WBGene00003893,Indirect,SET2,Not_Bound,NA
WBGene00003903,Direct,SET5,Increasing,ClassA
WBGene00003903,Direct,SET5,Larval,ClassA
WBGene00003903,Direct,SET5,Increasing,ClassA
WBGene00003912,Indirect,SET6,Increasing,NA
WBGene00003941,Indirect,SET6,Increasing,NA
WBGene00003943,Direct,SET3,Larval,ClassC
WBGene00003943,Direct,SET3,Increasing,ClassC
WBGene00003943,Direct,SET3,Larval,ClassC
WBGene00003948,Indirect,SET2,Not_Bound,NA
WBGene00003951,Indirect,SET2,Larval,NA
WBGene00003953,Indirect,SET2,Not_Bound,NA
WBGene00003956,Direct,SET6,Increasing,ClassB
WBGene00003956,Direct,SET6,Increasing,ClassB
WBGene00003957,Direct,SET6,Larval,ClassA
WBGene00003958,Direct,SET6,Increasing,ClassB
WBGene00003959,Direct,SET2,Larval,ClassC
WBGene00003959,Direct,SET2,Larval,ClassC
WBGene00003960,Indirect,SET2,Larval,NA
WBGene00003962,Indirect,SET2,Not_Bound,NA
WBGene00003964,Direct,SET2,L3_High,ClassC
WBGene00003964,Direct,SET2,L3_High,ClassC
WBGene00003965,Direct,SET5,Increasing,ClassA
WBGene00003965,Direct,SET5,Increasing,ClassA
WBGene00003976,Indirect,SET2,Not_Bound,NA
WBGene00003991,Indirect,SET1,Not_Bound,NA
WBGene00003992,Indirect,SET2,Not_Bound,NA
WBGene00003993,Indirect,SET2,Not_Bound,NA
WBGene00003994,Indirect,SET1,Not_Bound,NA
WBGene00003995,Direct,SET2,Increasing,ClassC
WBGene00003995,Direct,SET2,Increasing,ClassC
WBGene00003995,Direct,SET2,Increasing,ClassC
WBGene00003995,Direct,SET2,Larval,ClassC
WBGene00003998,Direct,SET2,Larval,ClassD
WBGene00003998,Direct,SET2,L3_High,ClassD
WBGene00003999,Indirect,SET2,L3_High,NA
WBGene00004000,Direct,SET2,Increasing,ClassD
WBGene00004000,Direct,SET2,Increasing,ClassD
WBGene00004001,Indirect,SET2,Not_Bound,NA
WBGene00004002,Indirect,SET2,Not_Bound,NA
WBGene00004017,Direct,SET2,Increasing,ClassC
WBGene00004020,Direct,SET3,Larval,ClassB
WBGene00004020,Direct,SET3,Larval,ClassB
WBGene00004027,Indirect,SET2,L3_High,NA
WBGene00004038,Direct,SET6,Increasing,ClassA
WBGene00004043,Indirect,SET2,Not_Bound,NA
WBGene00004052,Indirect,SET1,Not_Bound,NA
WBGene00004053,Indirect,SET2,Increasing,NA
WBGene00004058,Direct,SET3,Increasing,ClassB
WBGene00004058,Direct,SET3,Increasing,ClassB
WBGene00004059,Direct,SET6,Increasing,ClassA
WBGene00004075,Indirect,SET2,Not_Bound,NA
WBGene00004076,Direct,SET6,Larval,ClassA
WBGene00004076,Direct,SET6,Increasing,ClassA
WBGene00004076,Direct,SET6,Increasing,ClassA
WBGene00004076,Direct,SET6,Increasing,ClassA
WBGene00004076,Direct,SET6,Not_Changing,ClassA
WBGene00004078,Indirect,SET2,Increasing,NA
WBGene00004093,Indirect,SET3,Increasing,NA
WBGene00004093,Indirect,SET3,L3_High,NA
WBGene00004093,Indirect,SET3,Increasing,NA
WBGene00004094,Indirect,SET2,Not_Bound,NA
WBGene00004096,Direct,SET3,Increasing,ClassC
WBGene00004096,Direct,SET3,Increasing,ClassC
WBGene00004100,Indirect,SET2,Not_Bound,NA
WBGene00004104,Indirect,SET1,Not_Bound,NA
WBGene00004112,Indirect,SET2,Not_Bound,NA
WBGene00004113,Indirect,SET1,Not_Bound,NA
WBGene00004114,Indirect,SET2,Not_Bound,NA
WBGene00004119,Indirect,SET1,Not_Bound,NA
WBGene00004123,Indirect,SET2,Not_Bound,NA
WBGene00004128,Direct,SET5,Increasing,ClassA
WBGene00004128,Direct,SET5,L3_High,ClassA
WBGene00004128,Direct,SET5,Increasing,ClassA
WBGene00004128,Direct,SET5,Increasing,ClassA
WBGene00004128,Direct,SET5,Increasing,ClassA
WBGene00004128,Direct,SET5,Not_Changing,ClassA
WBGene00004144,Indirect,SET1,Not_Bound,NA
WBGene00004149,Direct,SET3,Increasing,ClassC
WBGene00004153,Direct,SET1,L3_High,ClassD
WBGene00004156,Indirect,SET1,Increasing,NA
WBGene00004157,Indirect,SET2,Not_Bound,NA
WBGene00004163,Indirect,SET2,Not_Bound,NA
WBGene00004168,Indirect,SET2,Not_Bound,NA
WBGene00004169,Direct,SET2,Larval,ClassC
WBGene00004169,Direct,SET2,Increasing,ClassC
WBGene00004173,Indirect,SET2,Not_Bound,NA
WBGene00004174,Indirect,SET2,Not_Bound,NA
WBGene00004177,Indirect,SET6,Not_Bound,NA
WBGene00004178,Indirect,SET2,Not_Bound,NA
WBGene00004179,Indirect,SET2,Not_Bound,NA
WBGene00004189,Indirect,SET2,Not_Bound,NA
WBGene00004191,Direct,SET6,Increasing,ClassA
WBGene00004193,Indirect,SET6,L3_High,NA
WBGene00004197,Direct,SET6,L3_High,ClassA
WBGene00004197,Direct,SET6,Increasing,ClassA
WBGene00004203,Indirect,SET1,Not_Changing,NA
WBGene00004217,Indirect,SET2,Increasing,NA
WBGene00004218,Indirect,SET4,Not_Bound,NA
WBGene00004230,Indirect,SET2,Not_Bound,NA
WBGene00004235,Direct,SET1,Increasing,ClassD
WBGene00004238,Direct,SET2,Increasing,ClassD
WBGene00004238,Direct,SET2,Larval,ClassD
WBGene00004238,Direct,SET2,Increasing,ClassD
WBGene00004238,Direct,SET2,Larval,ClassD
WBGene00004239,Indirect,SET2,Not_Bound,NA
WBGene00004241,Indirect,SET2,Not_Bound,NA
WBGene00004244,Indirect,SET2,Not_Bound,NA
WBGene00004249,Indirect,SET2,Not_Bound,NA
WBGene00004264,Indirect,SET6,Not_Bound,NA
WBGene00004275,Indirect,SET3,Not_Bound,NA
WBGene00004297,Direct,SET2,L3_High,ClassD
WBGene00004333,Indirect,SET2,Not_Bound,NA
WBGene00004345,Indirect,SET6,Not_Bound,NA
WBGene00004358,Direct,SET6,Increasing,ClassA
WBGene00004358,Direct,SET6,Larval,ClassA
WBGene00004358,Direct,SET6,Increasing,ClassA
WBGene00004370,Indirect,SET1,Not_Bound,NA
WBGene00004371,Indirect,SET5,Larval,NA
WBGene00004371,Indirect,SET5,Increasing,NA
WBGene00004373,Direct,SET2,Increasing,ClassD
WBGene00004373,Direct,SET2,Increasing,ClassD
WBGene00004373,Direct,SET2,Increasing,ClassD
WBGene00004374,Indirect,SET2,Not_Bound,NA
WBGene00004395,Direct,SET6,Increasing,ClassA
WBGene00004395,Direct,SET6,L3_High,ClassA
WBGene00004395,Direct,SET6,Increasing,ClassA
WBGene00004397,Indirect,SET2,Not_Bound,NA
WBGene00004400,Direct,SET2,Increasing,ClassD
WBGene00004401,Direct,SET6,Larval,ClassA
WBGene00004402,Indirect,SET2,Not_Bound,NA
WBGene00004405,Indirect,SET2,Increasing,NA
WBGene00004405,Indirect,SET2,Increasing,NA
WBGene00004459,Indirect,SET2,Not_Bound,NA
WBGene00004461,Indirect,SET2,Not_Bound,NA
WBGene00004463,Indirect,SET2,Not_Bound,NA
WBGene00004468,Indirect,SET2,L3_High,NA
WBGene00004502,Indirect,SET2,L3_High,NA
WBGene00004503,Indirect,SET2,Not_Bound,NA
WBGene00004506,Direct,SET2,L3_High,ClassD
WBGene00004737,Direct,SET2,L3_High,ClassD
WBGene00004764,Indirect,SET2,Not_Bound,NA
WBGene00004786,Indirect,SET2,Not_Changing,NA
WBGene00004786,Indirect,SET2,Embryo_Specific,NA
WBGene00004789,Direct,SET3,Increasing,ClassB
WBGene00004789,Direct,SET3,Increasing,ClassB
WBGene00004789,Direct,SET3,Increasing,ClassB
WBGene00004795,Indirect,SET2,L3_High,NA
WBGene00004796,Direct,SET3,Increasing,ClassB
WBGene00004798,Direct,SET2,L3_High,ClassD
WBGene00004808,Indirect,SET2,Not_Bound,NA
WBGene00004809,Direct,SET2,Increasing,ClassC
WBGene00004810,Indirect,SET3,Increasing,NA
WBGene00004811,Indirect,SET6,Not_Bound,NA
WBGene00004859,Direct,SET2,Increasing,ClassC
WBGene00004859,Direct,SET2,Larval,ClassC
WBGene00004859,Direct,SET2,Larval,ClassC
WBGene00004859,Direct,SET2,Increasing,ClassC
WBGene00004875,Direct,SET6,Larval,ClassA
WBGene00004875,Direct,SET6,L3_High,ClassA
WBGene00004875,Direct,SET6,Increasing,ClassA
WBGene00004876,Direct,SET2,Larval,ClassD
WBGene00004878,Direct,SET6,Increasing,ClassA
WBGene00004878,Direct,SET6,Larval,ClassA
WBGene00004890,Direct,SET3,Increasing,ClassB
WBGene00004890,Direct,SET3,Increasing,ClassB
WBGene00004898,Direct,SET2,L3_High,ClassC
WBGene00004902,Indirect,SET5,Not_Bound,NA
WBGene00004922,Direct,SET2,L3_High,ClassC
WBGene00004927,Indirect,SET2,L3_High,NA
WBGene00004952,Indirect,SET2,L3_High,NA
WBGene00004960,Indirect,SET2,Not_Bound,NA
WBGene00004979,Direct,SET2,Increasing,ClassD
WBGene00004979,Direct,SET2,L3_High,ClassD
WBGene00004981,Direct,SET2,Increasing,ClassC
WBGene00004981,Direct,SET2,Increasing,ClassC
WBGene00004985,Direct,SET2,Increasing,ClassD
WBGene00004986,Direct,SET6,Increasing,ClassA
WBGene00004987,Indirect,SET6,Not_Bound,NA
WBGene00004988,Direct,SET6,Larval,ClassB
WBGene00004988,Direct,SET6,Larval,ClassB
WBGene00004990,Direct,SET6,Larval,ClassA
WBGene00004990,Direct,SET6,Larval,ClassA
WBGene00004990,Direct,SET6,Larval,ClassA
WBGene00004991,Direct,SET6,Increasing,ClassA
WBGene00004993,Direct,SET6,Larval,ClassA
WBGene00004993,Direct,SET6,Larval,ClassA
WBGene00004993,Direct,SET6,Increasing,ClassA
WBGene00004994,Indirect,SET2,Not_Bound,NA
WBGene00004996,Indirect,SET3,Larval,NA
WBGene00004996,Indirect,SET3,L3_High,NA
WBGene00004997,Indirect,SET2,Not_Bound,NA
WBGene00004999,Direct,SET6,Larval,ClassA
WBGene00005001,Indirect,SET6,L3_High,NA
WBGene00005002,Direct,SET6,Larval,ClassA
WBGene00005002,Direct,SET6,Increasing,ClassA
WBGene00005003,Direct,SET4,Larval,ClassB
WBGene00005004,Indirect,SET6,Not_Bound,NA
WBGene00005005,Indirect,SET2,Not_Bound,NA
WBGene00005011,Indirect,SET2,L3_High,NA
WBGene00005019,Indirect,SET2,L3_High,NA
WBGene00005022,Indirect,SET2,Not_Bound,NA
WBGene00005062,Indirect,SET6,Not_Bound,NA
WBGene00005063,Indirect,SET6,Not_Bound,NA
WBGene00005088,Indirect,SET6,Not_Bound,NA
WBGene00005141,Indirect,SET3,Not_Bound,NA
WBGene00005153,Indirect,SET2,Larval,NA
WBGene00005153,Indirect,SET2,L3_High,NA
WBGene00005188,Indirect,SET4,Not_Bound,NA
WBGene00005246,Indirect,SET6,Not_Bound,NA
WBGene00005253,Indirect,SET6,Not_Bound,NA
WBGene00005271,Indirect,SET6,Not_Bound,NA
WBGene00005317,Indirect,SET3,Not_Bound,NA
WBGene00005346,Indirect,SET6,Not_Bound,NA
WBGene00005426,Indirect,SET6,Not_Bound,NA
WBGene00005444,Indirect,SET6,Not_Bound,NA
WBGene00005447,Indirect,SET6,Not_Bound,NA
WBGene00005477,Indirect,SET6,Not_Bound,NA
WBGene00005523,Indirect,SET6,Not_Bound,NA
WBGene00005524,Indirect,SET6,Not_Bound,NA
WBGene00005582,Indirect,SET3,Not_Bound,NA
WBGene00005602,Indirect,SET2,Not_Bound,NA
WBGene00005643,Indirect,SET2,Not_Bound,NA
WBGene00005649,Indirect,SET2,L3_High,NA
WBGene00005653,Indirect,SET2,Not_Bound,NA
WBGene00005656,Indirect,SET2,Not_Bound,NA
WBGene00005657,Direct,SET2,L3_High,ClassC
WBGene00005663,Indirect,SET2,Not_Bound,NA
WBGene00005664,Indirect,SET6,Not_Bound,NA
WBGene00005665,Indirect,SET6,Not_Bound,NA
WBGene00005670,Indirect,SET6,Not_Bound,NA
WBGene00005703,Direct,SET6,Larval,ClassA
WBGene00005703,Direct,SET6,Larval,ClassA
WBGene00005713,Indirect,SET6,Not_Bound,NA
WBGene00005716,Indirect,SET6,Not_Bound,NA
WBGene00005717,Indirect,SET3,Not_Bound,NA
WBGene00005754,Indirect,SET3,Not_Bound,NA
WBGene00005764,Indirect,SET6,Not_Bound,NA
WBGene00005826,Indirect,SET6,Not_Bound,NA
WBGene00005832,Indirect,SET6,Not_Bound,NA
WBGene00005929,Indirect,SET6,Not_Bound,NA
WBGene00005977,Indirect,SET3,Not_Bound,NA
WBGene00006005,Indirect,SET6,Not_Bound,NA
WBGene00006008,Indirect,SET6,Embryo_Specific,NA
WBGene00006016,Direct,SET3,Larval,ClassB
WBGene00006063,Indirect,SET2,Not_Bound,NA
WBGene00006065,Indirect,SET2,Not_Bound,NA
WBGene00006104,Indirect,SET2,Increasing,NA
WBGene00006113,Indirect,SET6,Not_Bound,NA
WBGene00006146,Indirect,SET2,Not_Bound,NA
WBGene00006175,Indirect,SET2,Not_Bound,NA
WBGene00006184,Indirect,SET1,Not_Bound,NA
WBGene00006205,Indirect,SET6,Not_Bound,NA
WBGene00006224,Direct,SET3,Increasing,ClassC
WBGene00006237,Indirect,SET1,Not_Bound,NA
WBGene00006278,Indirect,SET6,Not_Bound,NA
WBGene00006311,Indirect,SET2,Not_Bound,NA
WBGene00006372,Direct,SET2,Increasing,ClassD
WBGene00006374,Indirect,SET1,Not_Bound,NA
WBGene00006375,Indirect,SET2,Not_Bound,NA
WBGene00006377,Indirect,SET2,Not_Bound,NA
WBGene00006388,Indirect,SET1,Not_Bound,NA
WBGene00006404,Indirect,SET3,Larval,NA
WBGene00006431,Direct,SET3,Increasing,ClassB
WBGene00006431,Direct,SET3,Increasing,ClassB
WBGene00006436,Indirect,SET1,Not_Bound,NA
WBGene00006440,Indirect,SET1,Not_Bound,NA
WBGene00006454,Direct,SET6,Larval,ClassA
WBGene00006454,Direct,SET6,Increasing,ClassA
WBGene00006454,Direct,SET6,Increasing,ClassA
WBGene00006463,Indirect,SET2,Not_Bound,NA
WBGene00006464,Direct,SET3,Increasing,ClassB
WBGene00006470,Direct,SET2,Increasing,ClassC
WBGene00006472,Indirect,SET2,Increasing,NA
WBGene00006472,Indirect,SET2,L3_High,NA
WBGene00006505,Indirect,SET1,Increasing,NA
WBGene00006516,Indirect,SET2,Increasing,NA
WBGene00006522,Indirect,SET6,Not_Bound,NA
WBGene00006530,Indirect,SET3,Larval,NA
WBGene00006533,Direct,SET2,Larval,ClassC
WBGene00006533,Direct,SET2,L3_High,ClassC
WBGene00006539,Indirect,SET1,Not_Bound,NA
WBGene00006541,Indirect,SET1,Not_Bound,NA
WBGene00006585,Indirect,SET6,Not_Bound,NA
WBGene00006609,Direct,SET3,Increasing,ClassB
WBGene00006609,Direct,SET3,Larval,ClassB
WBGene00006616,Indirect,SET6,Not_Bound,NA
WBGene00006617,Direct,SET2,L3_High,ClassC
WBGene00006617,Direct,SET2,Larval,ClassC
WBGene00006618,Indirect,SET2,Not_Bound,NA
WBGene00006620,Indirect,SET1,Not_Bound,NA
WBGene00006623,Indirect,SET2,Not_Bound,NA
WBGene00006627,Indirect,SET2,Larval,NA
WBGene00006628,Direct,SET2,Increasing,ClassD
WBGene00006629,Indirect,SET2,Not_Bound,NA
WBGene00006635,Direct,SET6,Increasing,ClassA
WBGene00006636,Indirect,SET4,Increasing,NA
WBGene00006636,Indirect,SET4,Larval,NA
WBGene00006639,Indirect,SET2,Larval,NA
WBGene00006641,Indirect,SET2,Not_Bound,NA
WBGene00006643,Indirect,SET3,Increasing,NA
WBGene00006649,Indirect,SET2,Larval,NA
WBGene00006656,Indirect,SET6,Not_Bound,NA
WBGene00006665,Indirect,SET6,L3_High,NA
WBGene00006666,Indirect,SET2,Not_Bound,NA
WBGene00006670,Indirect,SET6,Not_Bound,NA
WBGene00006675,Indirect,SET1,Not_Bound,NA
WBGene00006679,Indirect,SET3,Increasing,NA
WBGene00006696,Indirect,SET6,Not_Changing,NA
WBGene00006707,Indirect,SET2,Larval,NA
WBGene00006712,Indirect,SET6,Not_Bound,NA
WBGene00006718,Indirect,SET2,Not_Bound,NA
WBGene00006740,Indirect,SET2,Not_Bound,NA
WBGene00006760,Direct,SET2,Increasing,ClassD
WBGene00006760,Direct,SET2,Increasing,ClassD
WBGene00006760,Direct,SET2,Larval,ClassD
WBGene00006760,Direct,SET2,Increasing,ClassD
WBGene00006794,Direct,SET2,L3_High,ClassD
WBGene00006794,Direct,SET2,Increasing,ClassD
WBGene00006807,Indirect,SET6,Not_Changing,NA
WBGene00006809,Indirect,SET6,Not_Bound,NA
WBGene00006820,Direct,SET5,Larval,ClassA
WBGene00006820,Direct,SET5,L3_High,ClassA
WBGene00006823,Direct,SET2,Increasing,ClassD
WBGene00006831,Indirect,SET6,L3_High,NA
WBGene00006831,Indirect,SET6,L3_High,NA
WBGene00006832,Indirect,SET2,Not_Bound,NA
WBGene00006845,Indirect,SET2,Not_Bound,NA
WBGene00006895,Indirect,SET6,Not_Bound,NA
WBGene00006912,Indirect,SET5,Not_Bound,NA
WBGene00006915,Direct,SET6,Larval,ClassB
WBGene00006915,Direct,SET6,Larval,ClassB
WBGene00006915,Direct,SET6,Increasing,ClassB
WBGene00006923,Direct,SET2,Increasing,ClassD
WBGene00006923,Direct,SET2,L3_High,ClassD
WBGene00006923,Direct,SET2,Increasing,ClassD
WBGene00006923,Direct,SET2,Larval,ClassD
WBGene00006923,Direct,SET2,L3_High,ClassD
WBGene00006923,Direct,SET2,Increasing,ClassD
WBGene00006923,Direct,SET2,Increasing,ClassD
WBGene00006923,Direct,SET2,Larval,ClassD
WBGene00006923,Direct,SET2,Increasing,ClassD
WBGene00006923,Direct,SET2,Increasing,ClassD
WBGene00006936,Indirect,SET2,Increasing,NA
WBGene00006940,Direct,SET2,Larval,ClassD
WBGene00006940,Direct,SET2,L3_High,ClassD
WBGene00006940,Direct,SET2,Increasing,ClassD
WBGene00006942,Direct,SET2,L3_High,ClassC
WBGene00006942,Direct,SET2,Increasing,ClassC
WBGene00006952,Indirect,SET2,Not_Bound,NA
WBGene00006955,Indirect,SET6,L3_High,NA
WBGene00006955,Indirect,SET6,Increasing,NA
WBGene00006977,Indirect,SET1,Not_Bound,NA
WBGene00006983,Indirect,SET6,Not_Bound,NA
WBGene00007010,Indirect,SET2,L3_High,NA
WBGene00007010,Indirect,SET2,Increasing,NA
WBGene00007030,Direct,SET5,Increasing,ClassA
WBGene00007030,Direct,SET5,Increasing,ClassA
WBGene00007030,Direct,SET5,Increasing,ClassA
WBGene00007048,Indirect,SET2,Not_Bound,NA
WBGene00007071,Indirect,SET6,Not_Bound,NA
WBGene00007072,Indirect,SET3,L3_High,NA
WBGene00007072,Indirect,SET3,Increasing,NA
WBGene00007073,Direct,SET2,Larval,ClassC
WBGene00007073,Direct,SET2,Increasing,ClassC
WBGene00007073,Direct,SET2,Increasing,ClassC
WBGene00007087,Indirect,SET2,Not_Bound,NA
WBGene00007092,Indirect,SET2,Not_Bound,NA
WBGene00007096,Indirect,SET6,Not_Bound,NA
WBGene00007097,Indirect,SET2,Not_Bound,NA
WBGene00007109,Indirect,SET2,Larval,NA
WBGene00007112,Direct,SET6,Increasing,ClassA
WBGene00007124,Indirect,SET1,Not_Bound,NA
WBGene00007125,Indirect,SET2,Not_Bound,NA
WBGene00007131,Direct,SET3,L3_High,ClassC
WBGene00007132,Indirect,SET3,Not_Bound,NA
WBGene00007134,Indirect,SET3,Not_Bound,NA
WBGene00007139,Direct,SET2,Not_Changing,ClassD
WBGene00007139,Direct,SET2,Increasing,ClassD
WBGene00007141,Indirect,SET1,Not_Bound,NA
WBGene00007153,Direct,SET4,Increasing,ClassB
WBGene00007171,Indirect,SET2,Not_Bound,NA
WBGene00007180,Direct,SET2,Increasing,ClassD
WBGene00007180,Direct,SET2,Increasing,ClassD
WBGene00007180,Direct,SET2,L3_High,ClassD
WBGene00007220,Direct,SET6,Increasing,ClassA
WBGene00007221,Indirect,SET2,Not_Bound,NA
WBGene00007228,Direct,SET6,L3_High,ClassA
WBGene00007231,Indirect,SET1,Not_Bound,NA
WBGene00007232,Indirect,SET1,Not_Bound,NA
WBGene00007233,Indirect,SET1,Not_Bound,NA
WBGene00007240,Indirect,SET1,Not_Bound,NA
WBGene00007241,Indirect,SET1,Not_Bound,NA
WBGene00007244,Indirect,SET2,Not_Bound,NA
WBGene00007248,Direct,SET2,Increasing,ClassC
WBGene00007254,Indirect,SET4,Larval,NA
WBGene00007254,Indirect,SET4,Larval,NA
WBGene00007275,Direct,SET6,Increasing,ClassA
WBGene00007277,Indirect,SET2,Not_Bound,NA
WBGene00007281,Indirect,SET6,Not_Bound,NA
WBGene00007320,Indirect,SET2,Not_Bound,NA
WBGene00007322,Indirect,SET2,Not_Bound,NA
WBGene00007331,Direct,SET6,Increasing,ClassA
WBGene00007331,Direct,SET6,Larval,ClassA
WBGene00007334,Indirect,SET2,Not_Bound,NA
WBGene00007336,Indirect,SET6,Increasing,NA
WBGene00007337,Indirect,SET6,Not_Bound,NA
WBGene00007341,Indirect,SET6,Not_Bound,NA
WBGene00007342,Indirect,SET6,Not_Bound,NA
WBGene00007352,Direct,SET2,Increasing,ClassC
WBGene00007352,Direct,SET2,L3_High,ClassC
WBGene00007352,Direct,SET2,Increasing,ClassC
WBGene00007361,Indirect,SET2,Not_Bound,NA
WBGene00007366,Direct,SET1,Increasing,ClassD
WBGene00007366,Direct,SET1,Increasing,ClassD
WBGene00007367,Indirect,SET6,Increasing,NA
WBGene00007368,Direct,SET3,Increasing,ClassC
WBGene00007370,Indirect,SET6,Not_Bound,NA
WBGene00007372,Direct,SET2,L3_High,ClassC
WBGene00007372,Direct,SET2,L3_High,ClassC
WBGene00007378,Indirect,SET1,Not_Bound,NA
WBGene00007384,Indirect,SET5,Not_Bound,NA
WBGene00007394,Direct,SET6,Increasing,ClassA
WBGene00007404,Direct,SET6,Larval,ClassA
WBGene00007404,Direct,SET6,Increasing,ClassA
WBGene00007408,Indirect,SET6,Not_Bound,NA
WBGene00007414,Indirect,SET2,Not_Bound,NA
WBGene00007418,Indirect,SET2,Not_Bound,NA
WBGene00007419,Indirect,SET2,L3_High,NA
WBGene00007422,Direct,SET6,Increasing,ClassA
WBGene00007422,Direct,SET6,Increasing,ClassA
WBGene00007422,Direct,SET6,Increasing,ClassA
WBGene00007423,Indirect,SET6,Increasing,NA
WBGene00007424,Indirect,SET3,Larval,NA
WBGene00007430,Direct,SET5,Increasing,ClassA
WBGene00007431,Indirect,SET4,Not_Bound,NA
WBGene00007437,Indirect,SET1,Not_Bound,NA
WBGene00007440,Direct,SET2,Increasing,ClassC
WBGene00007445,Indirect,SET2,Not_Bound,NA
WBGene00007452,Indirect,SET6,Not_Bound,NA
WBGene00007453,Indirect,SET6,Increasing,NA
WBGene00007454,Indirect,SET2,Not_Bound,NA
WBGene00007455,Direct,SET6,Increasing,ClassA
WBGene00007455,Direct,SET6,Increasing,ClassA
WBGene00007483,Indirect,SET2,Not_Bound,NA
WBGene00007489,Indirect,SET2,Not_Bound,NA
WBGene00007506,Indirect,SET2,L3_High,NA
WBGene00007507,Indirect,SET1,Not_Bound,NA
WBGene00007508,Indirect,SET1,Increasing,NA
WBGene00007516,Indirect,SET1,Not_Bound,NA
WBGene00007517,Indirect,SET1,Not_Bound,NA
WBGene00007536,Indirect,SET6,Increasing,NA
WBGene00007536,Indirect,SET6,Increasing,NA
WBGene00007557,Direct,SET4,Increasing,ClassB
WBGene00007558,Direct,SET3,Increasing,ClassB
WBGene00007565,Indirect,SET6,Larval,NA
WBGene00007573,Indirect,SET2,L3_High,NA
WBGene00007578,Indirect,SET2,Not_Bound,NA
WBGene00007580,Indirect,SET2,Not_Bound,NA
WBGene00007594,Indirect,SET2,Not_Bound,NA
WBGene00007598,Indirect,SET6,Not_Bound,NA
WBGene00007599,Direct,SET6,Increasing,ClassA
WBGene00007605,Direct,SET3,Larval,ClassB
WBGene00007608,Indirect,SET6,Not_Bound,NA
WBGene00007609,Direct,SET6,Increasing,ClassA
WBGene00007609,Direct,SET6,Increasing,ClassA
WBGene00007624,Indirect,SET2,Not_Bound,NA
WBGene00007629,Indirect,SET2,Not_Bound,NA
WBGene00007643,Indirect,SET2,L3_High,NA
WBGene00007650,Direct,SET6,L3_High,ClassA
WBGene00007655,Direct,SET3,Increasing,ClassC
WBGene00007656,Direct,SET3,Increasing,ClassC
WBGene00007657,Indirect,SET3,Not_Bound,NA
WBGene00007658,Indirect,SET3,Not_Bound,NA
WBGene00007659,Indirect,SET3,Not_Bound,NA
WBGene00007660,Indirect,SET3,Not_Bound,NA
WBGene00007669,Indirect,SET6,Not_Bound,NA
WBGene00007672,Direct,SET3,Larval,ClassB
WBGene00007672,Direct,SET3,L3_High,ClassB
WBGene00007685,Indirect,SET3,Not_Bound,NA
WBGene00007689,Direct,SET2,Increasing,ClassC
WBGene00007689,Direct,SET2,Larval,ClassC
