Gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
B0403.2,1.968965279,-3.313311575,-3.727027059,1.748735456,-1.723137462,0.08486367,0.110076165
Y40H7A.10,3429.961416,4.812373705,4.813789137,0.095004544,47.49639896,0,0
Y54F10AM.8,4114.11338,4.71183524,4.71381269,0.113387029,38.90952324,0,0
Y54G11A.5,3871.629094,4.710118517,4.711813891,0.105007119,41.9982813,0,0
B0403.6,4.791713195,-4.685087541,-5.023521742,1.391108821,-3.152224667,0.001620316,0.002592003
B0410.2,76.01900671,-8.590273309,-9.009480668,1.166573597,-7.106515464,1.19E-12,3.24E-12
B0410.3,33.96580916,-6.558825009,-6.873037074,1.129764697,-5.53993679,3.03E-08,6.75E-08
B0412.1,4.715276779,-4.637209767,-4.993746816,1.429138204,-3.034842786,0.002406611,0.003779577
B0412.2,5.16125427,-4.795661929,-5.125797873,1.361530381,-3.301918188,0.000960261,0.001569468
B0412.3,613.9255544,-1.210612864,-1.211347021,0.136320666,-6.679932609,2.39E-11,6.17E-11
Y55B1AR.1,23475.93167,5.040284729,5.042910012,0.126315458,37.52735266,0,0
B0414.2,1.737475562,-0.537649906,-0.579271698,1.439882577,-0.165048116,0.868906111,0.931532296
B0414.3,889.4922002,-8.360266686,-8.422173815,0.467168186,-17.25345803,1.05E-66,9.89E-66
B0414.5,794.2790751,-6.817121925,-6.836900968,0.297270755,-21.92318555,1.56E-106,2.75E-105
B0414.6,261.4966968,-7.316986956,-7.40210396,0.582901786,-12.03802617,2.24E-33,1.08E-32
B0414.7,764.6615419,-0.088261984,-0.088287713,0.094468794,0,1,1
B0414.8,347.0044077,-1.352120047,-1.353403684,0.170965671,-6.153984245,7.56E-10,1.83E-09
B0416.1,22.41013496,-2.355253297,-2.37774456,0.534510963,-3.845109713,0.000120499,0.000212979
B0416.10,4.854990185,-4.700917192,-5.040772686,1.391486736,-3.162744623,0.001562894,0.002504857
B0416.11,1.348063889,-2.723344428,-3.178112719,1.952388755,-1.241220235,0.214524402,0.25795025
B0416.3,4.42344112,-3.64804149,-3.885204418,1.347407188,-2.484803049,0.012962313,0.018819955
B0416.4,28.14015303,-6.309626548,-6.603579853,1.131450537,-5.3114355,1.09E-07,2.35E-07
Y58A7A.3,4981.506246,7.382886522,7.386658304,0.125081176,56.62631857,0,0
Y58A7A.4,2396.033,7.498987148,7.504799028,0.153882591,46.78233652,0,0
B0416.7,5.880064096,-2.231277331,-2.372045146,1.266489662,-1.524905721,0.127282615,0.160189071
B0432.1,2.025108825,-3.412478234,-3.78256773,1.653891709,-1.881911746,0.059847999,0.07962477
B0432.10,98.91127482,-1.524817298,-1.527680481,0.240056048,-5.102213864,3.36E-07,7.06E-07
B0432.13,217.3702775,-2.563879275,-2.567221356,0.199283945,-11.36006855,6.61E-30,2.91E-29
B0432.14,7.247487617,-1.451881306,-1.494336347,0.926151659,-1.243728599,0.213599467,0.256944928
B0432.2,384.1174527,-0.341533636,-0.341706381,0.124527085,-0.333530945,0.738733535,0.802992966
B0432.3,193.1839026,0.067480654,0.067544014,0.169922556,0,1,1
Y76A2B.3,3493.271068,3.633140304,3.633791861,0.074131592,44.96248085,0,0
ZK1320.3,6469.975752,5.249823684,5.250956764,0.081353425,60.84345754,0,0
B0432.6,92.3973599,-1.11743624,-1.119350053,0.229154141,-3.567189472,0.000360831,0.000612886
B0432.7,119.9060132,-0.903332424,-0.904625574,0.209562876,-2.879004312,0.003989329,0.006133317
B0432.8,92.85779791,-3.300983316,-3.311868479,0.316427564,-9.48395038,2.45E-21,8.71E-21
B0432.9,18.87411979,0.333465016,0.335725017,0.453172148,0.073846144,0.94113281,1
B0454.1,132.4831204,-0.400996039,-0.401456049,0.187381551,-0.538986035,0.589896491,0.652142794
B0454.5,29.63154892,-4.412507117,-4.492130892,0.727668366,-5.651622781,1.59E-08,3.60E-08
B0454.6,35.57751337,-6.621028822,-6.933728268,1.123236597,-5.627513239,1.83E-08,4.13E-08
B0454.9,104.0893885,-0.585579673,-0.58667351,0.238674703,-1.196522586,0.23149269,0.276148623
B0457.1,1188.507883,-0.31200617,-0.312445782,0.207409731,-0.057886244,0.95383924,1
B0457.2,28.4018963,-6.298789765,-6.604169733,1.135956679,-5.280826176,1.29E-07,2.77E-07
ZK455.7,1187.098472,5.340213589,5.342775697,0.121172998,41.59518771,0,0
ZK593.1,2858.638333,3.913545986,3.914354038,0.079555352,45.42178386,0,0
B0462.3,6.651470532,-5.112403884,-5.499515067,1.420646779,-3.387473898,0.000705394,0.001166887
ZK896.7,4163.631226,5.380811387,5.382522576,0.098672579,51.49162441,0,0
B0464.1,1936.98903,-0.148411654,-0.148433906,0.067750359,0,1,1
B0464.2,898.8343378,-2.667863596,-2.669264348,0.126777079,-18.67737933,7.56E-78,8.60E-77
ZK899.2,2360.185347,4.80626428,4.808454691,0.118113066,38.15212356,0,0
B0464.4,384.1805707,-0.840435992,-0.84596731,0.445840411,-1.212173635,0.225445922,0.269491289
B0464.5,2200.651167,-1.226990532,-1.227449118,0.106988118,-8.664425067,4.54E-18,1.48E-17
B0464.6,659.223881,-3.147508482,-3.150094189,0.158355849,-17.98170704,2.71E-72,2.81E-71
B0464.7,693.8380105,0.195959919,0.196152305,0.173440001,0,1,1
B0464.8,217.111263,-2.923886345,-2.928079361,0.209228436,-12.54077309,4.47E-36,2.28E-35
B0464.9,182.3853856,-2.752956709,-2.757346012,0.219984219,-11.15060309,7.11E-29,3.05E-28
B0478.1,5.734410905,-4.947958045,-5.280753918,1.347821838,-3.448495872,0.000563718,0.000940484
B0491.1,155.0673379,-1.723853372,-1.726438279,0.214014776,-6.653061044,2.87E-11,7.39E-11
B0491.2,4.685974972,-4.135855617,-4.98660099,2.112394231,-1.815880559,0.069388696,0.09133483
B0491.3,12.96039625,-4.904105038,-5.439453597,1.564342782,-2.943156123,0.003248845,0.005040975
B0491.4,4.113102485,0.534346758,0.554691749,1.036963286,0.225993303,0.821206629,0.884856569
B0491.5,1995.495638,0.495962802,0.496179851,0.115826263,1.691868471,0.090671055,0.117015274
B0491.6,224.6551762,-0.615082688,-0.615586562,0.158232118,-1.991268857,0.046451337,0.062870729
B0491.7,110.4059627,-2.581131516,-2.594566826,0.396860272,-5.747946259,9.03E-09,2.08E-08
B0491.8,4.709291385,-4.642241049,-4.98991222,1.412642821,-3.073842153,0.002113212,0.003339836
B0495.10,11.28428491,-5.883471226,-6.251700435,1.305112126,-4.278154433,1.88E-05,3.53E-05
B0495.2,655.5089062,-3.265183954,-3.267123687,0.134849139,-21.98889796,3.68E-107,6.56E-106
D2096.3,5804.276948,7.082736873,7.090327816,0.180811876,37.51267344,5.72E-308,7.07E-306
B0495.5,215.9154313,0.119041932,0.119122284,0.143841589,0,1,1
B0495.6,74.85658458,-1.748366396,-1.7526444,0.27275028,-5.310228809,1.09E-07,2.36E-07
T28F4.4,1979.738518,5.997004209,6.001532294,0.152008225,37.47826292,2.08E-307,2.55E-305
B0495.8,396.9300094,-0.792363978,-0.792800097,0.129839011,-3.792111293,0.000149372,0.000261931
B0495.9,210.2955734,-0.980465277,-0.981264694,0.157757591,-4.313359957,1.61E-05,3.03E-05
B0496.3,80.59325968,-8.680927626,-9.091679308,1.150239879,-7.28624331,3.19E-13,8.87E-13
E03H4.8,1607.125166,7.013694158,7.02108655,0.179181628,37.46865255,2.99E-307,3.63E-305
B0496.8,41.2145698,-0.976932853,-0.981113744,0.359145054,-1.88484526,0.059450732,0.079169079
T22H2.6,1976.987714,4.104224416,4.105608226,0.101641942,37.42770316,1.38E-306,1.67E-304
R12H7.2,22002.28416,4.577070302,4.579032964,0.114628957,37.31230245,1.04E-304,1.24E-302
Y34B4A.6,4594.998265,3.984915989,3.986196092,0.099186821,37.15126635,4.18E-302,4.92E-300
C28C12.5,4536.506695,5.723655664,5.727655512,0.146186107,37.10103362,2.70E-301,3.15E-299
Y119C1B.9,1037.847252,5.05782207,5.060544902,0.128319889,37.07782247,6.40E-301,7.40E-299
H22K11.1,41433.25191,3.983604957,3.98489313,0.099552009,37.00181427,1.07E-299,1.23E-297
C49G7.10,1661.709069,7.817510449,7.82819406,0.203460617,36.94823386,7.77E-299,8.78E-297
B0511.1,8.965105935,-2.598251218,-2.668475442,0.889898657,-2.582598816,0.009805928,0.01444758
B0511.10,985.0559853,-0.818035113,-0.818328513,0.104861795,-4.940170192,7.81E-07,1.60E-06
B0511.11,32.18926841,0.966145162,0.981763341,0.692389269,0.962096312,0.336001226,0.388477068
B0511.12,1357.229429,-0.36992588,-0.370055169,0.103437683,-0.6760194,0.499028328,0.558735504
B0511.13,211.4046948,-2.911274882,-2.915728755,0.216901954,-12.0389643,2.22E-33,1.06E-32
B0511.2,23.41348027,-0.807898598,-0.81306531,0.441434219,-1.15056463,0.249911391,0.296068412
R06B10.3,3538.930761,3.549849405,3.550752554,0.088307445,36.80153374,1.74E-296,1.96E-294
B0511.6,878.8521776,-0.805353786,-0.805579369,0.092693192,-5.451897532,4.98E-08,1.10E-07
B0511.7,187.1717533,-2.757565785,-2.762458907,0.232887963,-10.5525668,4.94E-26,1.99E-25
B0511.8,437.0686277,-1.686423289,-1.687360294,0.130515947,-10.62263521,2.34E-26,9.46E-26
B0511.9,251.0424238,-3.366334551,-3.371783999,0.223333157,-13.72986707,6.73E-43,3.91E-42
R12A1.4,2574.43272,4.935315855,4.937880531,0.126022774,36.78157298,3.64E-296,4.05E-294
B0513.2,318.9166221,-3.564570736,-3.569299234,0.202011545,-16.16031769,9.61E-59,7.86E-58
R10H10.3,2610.819686,4.420290321,4.422103558,0.112077196,36.76296743,7.22E-296,7.96E-294
B0513.4,324.3131645,-9.018114823,-9.301743209,0.912287735,-9.556321423,1.22E-21,4.39E-21
B0513.5,113.7323717,-6.134235108,-6.221964388,0.651055854,-8.961189846,3.21E-19,1.08E-18
B0513.6,1.581439566,-1.904948179,-2.145751247,1.669239397,-0.961484723,0.336308503,0.388770156
B0513.9,8.464781334,-3.864796329,-4.041342346,1.145433723,-3.112180354,0.00185711,0.002952832
C50H2.1,1565.009192,4.465690641,4.467588104,0.11415019,36.49306798,1.43E-291,1.56E-289
B0523.3,194.186085,-2.939415031,-2.943659508,0.210548905,-12.5358763,4.75E-36,2.42E-35
B0523.5,535.6792896,-2.051698235,-2.052891129,0.13372022,-13.09972593,3.30E-39,1.79E-38
R01B10.1,3894.948078,3.188403101,3.189055908,0.079209406,36.46540558,3.92E-291,4.26E-289
W06B11.3,1069.638465,4.789730823,4.792114054,0.123314687,36.40872728,3.10E-290,3.34E-288
B0524.6,155.5992852,-2.873155881,-2.878579987,0.240982072,-10.6777897,1.29E-26,5.27E-26
B0545.1,88.99023939,-0.936476061,-0.938097513,0.230010285,-2.767163474,0.005654639,0.008549072
B0545.4,8.233644079,-4.554128015,-4.808761402,1.248581213,-3.40716965,0.000656403,0.001088584
C07B5.5,4840.583311,4.433627267,4.435501976,0.113819623,36.31735166,8.61E-289,9.22E-287
B0546.2,342.2687435,-2.090297277,-2.091805961,0.148530863,-12.05336881,1.86E-33,8.95E-33
F58H7.2,1918.305888,4.649550959,4.651745041,0.120095771,36.21735319,3.25E-287,3.43E-285
C12C8.2,1652.123932,3.923384946,3.924670294,0.100157229,36.17696875,1.40E-286,1.46E-284
B0547.1,330.6681312,-1.704731337,-1.706012926,0.15169593,-9.260178172,2.04E-20,7.09E-20
B0554.5,3.785059306,-3.345916204,-3.599928096,1.368204141,-2.226214723,0.025999802,0.036354462
B0563.1,1.99883056,-3.386113985,-3.759417742,1.664447629,-1.854137031,0.063719558,0.084366532
B0563.2,6.85024852,-2.905446149,-3.01424757,1.027128901,-2.536630159,0.011192513,0.016370394
F35C5.6,42226.35812,5.308393018,5.31175687,0.139304388,35.95287326,4.56E-283,4.71E-281
B0563.5,1.912645764,-2.119016955,-2.401846828,1.700861835,-1.069467794,0.284858933,0.333454008
B0563.6,6.275903475,-5.082498735,-5.410227341,1.322749652,-3.615573611,0.000299683,0.000512517
K11H3.1,7531.62587,3.478970895,3.479858952,0.088466026,35.93437002,8.88E-283,9.11E-281
B0564.1,348.8871076,-2.268237203,-2.269855962,0.1479792,-13.3007693,2.29E-40,1.27E-39
B0564.10,3.701569041,-4.26361834,-4.656152145,1.545636518,-2.56439227,0.010335666,0.0151832
B0564.11,207.2184421,-1.706836312,-1.708848542,0.189983802,-7.405032936,1.31E-13,3.69E-13
B0564.2,79.49188596,-0.922477086,-0.924276841,0.244125076,-2.549828543,0.010777591,0.015790678
B0564.3,3.439462696,-4.189749765,-4.547934635,1.497037946,-2.598297375,0.009368732,0.01383304
B0564.6,4.607242456,-4.62401833,-4.969109393,1.411347192,-3.063752387,0.002185797,0.003450028
B0564.7,270.6263057,-1.554669086,-1.556126973,0.169731737,-7.392071213,1.45E-13,4.06E-13
B0564.9,4.22930259,-4.494114057,-4.839686137,1.429374,-2.934231388,0.003343748,0.005183778
BE0003N10.1,192.8552602,-2.598175088,-2.601706649,0.204109225,-11.25953562,2.08E-29,9.04E-29
BE0003N10.2,305.0644477,-3.142985379,-3.146867822,0.193538346,-14.6895199,7.52E-49,4.96E-48
BE0003N10.3,14.18820431,-6.233838085,-6.584439087,1.2440353,-4.769830958,1.84E-06,3.69E-06
BE10.1,1.247762604,-2.607617875,-3.066153339,1.988734573,-1.160344827,0.24590844,0.291684652
BE10.3,6.466974222,-4.999917309,-5.456294096,1.540202821,-3.05149247,0.002277068,0.003588212
BE10.4,3.379507372,-0.995699326,-1.048866809,1.202743734,-0.578426897,0.562975939,0.624482594
C01A2.1,5.81201841,1.450868329,1.500217507,0.98611628,1.167071624,0.243181446,0.288768418
C01A2.2,7.052650101,-5.234833457,-5.582295731,1.340175486,-3.682229311,0.000231203,0.000399133
C01A2.3,236.4963193,-2.292043341,-2.294463285,0.179708041,-11.08488704,1.49E-28,6.32E-28
F17C11.11,1867.648903,5.295696594,5.299053113,0.13944559,35.82541843,4.44E-281,4.52E-279
C01A2.5,442.0337798,-0.454386377,-0.454607095,0.122095801,-1.264469171,0.206061679,0.248821358
Y105C5B.15,4922.410914,4.564130871,4.566252401,0.119375746,35.72024478,1.92E-279,1.93E-277
C01A2.7,6.903963879,-5.198748695,-5.544972735,1.341747421,-3.65102151,0.000261199,0.000449039
K03H1.5,1280.704056,5.776237818,5.780669083,0.153378502,35.70407674,3.42E-279,3.41E-277
C01B10.11,75.0097153,-6.089492676,-6.204979706,0.742396711,-7.79838136,6.27E-15,1.85E-14
C01B10.3,61.95490275,-3.474500853,-3.493549884,0.408603777,-7.769142221,7.90E-15,2.32E-14
R11F4.1,4694.268626,6.664685723,6.67165653,0.178888129,35.57913958,2.95E-277,2.90E-275
T15B7.2,3853.035095,3.004396544,3.004963293,0.076044961,35.56312618,5.21E-277,5.09E-275
C05C12.4,1117.526026,4.82595396,4.82850521,0.127409399,35.52292045,2.18E-276,2.11E-274
C01B10.8,382.28886,-2.870162931,-2.872872727,0.169657185,-15.14915462,7.67E-52,5.41E-51
C01B10.9,392.4680445,-0.584917817,-0.58522897,0.127734226,-2.230551876,0.025710828,0.035988687
C01B12.1,4.757328037,-1.939412135,-2.156561418,1.641198664,-0.998911449,0.31783759,0.369189031
F56C9.7,2736.442121,4.198040074,4.1997079,0.110393258,35.31049047,4.05E-273,3.91E-271
C01B12.3,10.11409334,-4.822215714,-5.09247189,1.208331607,-3.742528697,0.000182178,0.000317379
C01B12.5,1.515828775,-2.94824366,-3.350124296,1.809357846,-1.463637315,0.143293071,0.178905978
C01B12.8,105.8218747,-5.621204033,-5.676771773,0.543230081,-9.795488544,1.18E-22,4.34E-22
F38A6.3,3492.792569,2.71692577,2.717341137,0.068453102,35.30776099,4.46E-273,4.27E-271
Y54G11A.6,1955.499559,4.27510974,4.276886955,0.112825213,35.23245951,6.37E-272,6.06E-270
C01B4.7,12.19880077,-2.730056264,-2.782903102,0.751615101,-3.233112613,0.001224493,0.001981168
C01B4.8,3.804217565,-4.342534735,-4.683583438,1.442239942,-2.802955747,0.005063662,0.007699876
C01B4.9,164.8386272,-6.907739084,-7.008220909,0.651140854,-10.14794118,3.38E-24,1.30E-23
K03H1.10,1128.263055,5.235880503,5.239238127,0.140130817,35.22337625,8.77E-272,8.29E-270
F35C5.9,841.6806003,5.166845624,5.170067922,0.138265262,35.19933741,2.05E-271,1.92E-269
C18E9.9,1288.363652,5.127652931,5.130814208,0.137201289,35.18664403,3.20E-271,2.99E-269
C33C12.3,1445.013865,5.439363956,5.443154502,0.146150617,35.16484617,6.89E-271,6.39E-269
C01C10.1,6.10813859,-5.042124623,-5.370194666,1.328013202,-3.570841475,0.000355836,0.000604758
C01C10.2,21.02812199,-2.812753718,-2.845263912,0.586716654,-4.282738011,1.85E-05,3.46E-05
R08E3.1,5309.648475,4.173031782,4.174695318,0.110520362,35.04360394,4.88E-269,4.49E-267
C01C10.4,4.625721524,-4.615844131,-4.96566038,1.420118511,-3.039073217,0.002373072,0.003730956
C01C4.1,6.48126668,-5.12186886,-5.454598245,1.327017718,-3.633613021,0.00027948,0.000479554
C01C4.3,18.29962283,-4.454613186,-4.593810805,0.949437797,-4.375866642,1.21E-05,2.30E-05
C01C7.1,298.4396881,-3.721859577,-3.726947439,0.203974322,-16.77593313,3.66E-63,3.23E-62
C01F1.1,560.4631974,-1.577525738,-1.578245562,0.118133217,-10.81428044,2.95E-27,1.22E-26
C01F1.2,336.2961423,-0.720887009,-0.721606744,0.174673498,-2.409564203,0.015971586,0.022953995
C01F1.3,55.99960438,-3.720680835,-3.745235611,0.444661157,-7.692780848,1.44E-14,4.20E-14
C01F1.4,3.678263179,-4.242249399,-4.638735291,1.554592157,-2.535873722,0.011216717,0.016404137
C01F1.5,2.392010748,0.38599582,0.416448728,1.43668228,0.059857229,0.952269345,1
C01F1.6,347.9665342,-2.687392744,-2.690544892,0.189206646,-12.61791167,1.68E-36,8.66E-36
C01F4.2,4.572590969,-4.610127597,-4.950350103,1.403792282,-3.070345701,0.002138111,0.00337808
C01F6.1,606.292947,-0.147480587,-0.148083407,0.352297924,0,1,1
C01F6.14,7.220447893,0.507064012,0.517135166,0.762010398,0.27173384,0.785826679,0.849647183
C01F6.2,5.206708302,0.380402104,0.395838106,1.074649645,0.074817038,0.940360285,1
C01F6.4,209.7164774,-7.531800939,-7.660968031,0.697414826,-10.36943964,3.42E-25,1.34E-24
C01F6.5,193.3332886,0.737523629,0.738716489,0.222541523,1.966031429,0.04929498,0.066434268
C03A7.11,1640.568031,8.495467727,8.510703083,0.233883593,35.0407979,5.38E-269,4.93E-267
C01F6.8,296.5841902,-1.460530472,-1.461929302,0.170935888,-6.789273359,1.13E-11,2.95E-11
C01F6.9,394.1788812,-1.234797521,-1.235475114,0.129616064,-7.212049906,5.51E-13,1.52E-12
C01G10.1,1.500896134,-2.84384364,-3.332604634,1.973443791,-1.289037799,0.197384946,0.239592943
C01G10.10,72.57415524,-1.894449181,-1.899411738,0.282006826,-5.653938246,1.57E-08,3.56E-08
C01G10.11,362.6207102,-3.204632186,-3.207864594,0.175146894,-16.58397774,9.10E-62,7.84E-61
C01G10.12,38.98026296,-1.712816112,-1.721931462,0.40426811,-3.494750336,0.000474505,0.000797721
C01G10.14,2.681195138,-3.630976075,-4.172934194,1.876031561,-1.77554373,0.075808152,0.099152728
C01G10.7,183.6790826,-1.250617466,-1.251783093,0.16894337,-5.626840925,1.84E-08,4.15E-08
C01G10.8,1235.114252,-1.676883696,-1.678055348,0.146502157,-9.398385157,5.54E-21,1.95E-20
C18H9.6,1660.080032,5.145053423,5.148275084,0.138444743,34.99629768,2.56E-268,2.31E-266
C01G12.1,42.29223127,-0.702014212,-0.704436284,0.324840878,-1.23757273,0.215874531,0.259379537
ZK1320.2,3275.138284,4.747487827,4.750019851,0.127853066,34.7859303,3.97E-265,3.57E-263
C01G12.3,9.728883065,-4.753696524,-5.02374151,1.215077267,-3.665360751,0.00024699,0.000425522
C01G12.7,1.41346639,-0.38138221,-0.423810349,1.687474943,-0.048227211,0.961535164,1
C01G12.8,17.92422074,-3.058085204,-3.171823567,1.039570597,-2.653100436,0.007975614,0.011870642
C01G5.2,984.2168604,-7.549982826,-7.5806585,0.350515358,-20.68378081,4.85E-95,7.12E-94
C01G5.3,12.42792318,-0.157469753,-0.159081122,0.554537213,0,1,1
C01G5.4,2.796429063,-3.746812983,-4.234712103,1.779485351,-1.936971823,0.052748788,0.070791978
C01G5.5,109.6356132,-1.957842024,-1.961548289,0.240328541,-6.898231965,5.27E-12,1.40E-11
C01G5.6,605.7896714,-0.956876117,-0.957345237,0.122618287,-5.357081179,8.46E-08,1.84E-07
C01G5.8,279.9742194,-5.45789348,-5.476731471,0.32354436,-15.94184327,3.25E-57,2.57E-56
C01G5.9,10.14664613,0.826917439,0.839978368,0.688558481,0.765247184,0.444124368,0.501809168
C01G6.1,116.929302,-7.078307282,-7.241483994,0.802574262,-8.445707274,3.02E-17,9.62E-17
C01G6.2,1.293855095,-1.745506608,-1.954994183,1.772780588,-0.815389461,0.414849415,0.471347178
C01G6.3,421.8661045,-7.108285497,-7.331681876,0.959036349,-7.09909015,1.26E-12,3.42E-12
C56G2.6,10774.52709,3.304224588,3.305030671,0.086471085,34.7425337,1.80E-264,1.60E-262
ZC64.2,2587.096495,4.922223456,4.925076751,0.133108406,34.7252559,3.28E-264,2.91E-262
C01G6.6,562.0317835,-2.767044805,-2.770532092,0.195737594,-12.60383741,2.01E-36,1.03E-35
K11C4.4,2253.923448,4.427945563,4.429998729,0.119132173,34.65013224,4.45E-263,3.92E-261
R05F9.12,12591.40615,4.284866568,4.286721497,0.11515937,34.60305978,2.27E-262,1.99E-260
C01G8.1,969.6537451,-7.844011186,-7.88008497,0.372052389,-20.27674436,2.06E-91,2.87E-90
F21A3.11,1684.887389,6.256917649,6.262988616,0.172213108,34.59038461,3.52E-262,3.07E-260
C01G8.3,326.3973038,-0.98866584,-0.989463444,0.157453696,-4.373767375,1.22E-05,2.32E-05
C01G8.4,80.66937916,-1.679727849,-1.683838769,0.273935196,-5.036694332,4.74E-07,9.86E-07
W02D3.7,863.3466199,4.832235101,4.834957799,0.131264648,34.52746178,3.11E-261,2.67E-259
C01G8.6,150.3277234,-5.393174381,-5.428473218,0.439917448,-11.57756849,5.35E-31,2.42E-30
C01G8.9,1604.340058,-0.449265218,-0.449423834,0.103928257,-1.436233248,0.150935981,0.187654348
C01H6.2,7.117581703,-3.445741711,-3.620307842,1.160782087,-2.710019172,0.006727932,0.010106227
C01H6.3,2.249187976,0.753245788,0.832825491,1.620689774,0.279662274,0.779736625,0.843663011
T27A10.7,970.1255203,4.196256358,4.198002234,0.112901881,34.51011017,5.66E-261,4.84E-259
C01H6.5,210.0572229,-5.628534671,-5.656928295,0.390543297,-13.64390252,2.19E-42,1.26E-41
C01H6.6,32.36776801,-4.864310419,-4.965092342,0.776238297,-5.880037657,4.10E-09,9.59E-09
C01H6.7,719.9770943,-3.218692925,-3.221368119,0.159774555,-18.26757032,1.50E-74,1.61E-73
C01H6.8,11.47202556,-4.307292592,-4.489161551,1.096487557,-3.654663081,0.00025752,0.000442924
C01H6.9,225.9995421,-4.803401045,-4.819398259,0.317512485,-14.18338258,1.16E-45,7.16E-45
F41H10.8,9550.606048,3.171163201,3.17187913,0.083200268,34.50906195,5.87E-261,4.99E-259
K08D8.5,1088.436241,6.504344107,6.511225156,0.179852517,34.4968434,8.95E-261,7.56E-259
H22K11.2,946.3648997,4.372978744,4.374970927,0.118132736,34.47798546,1.72E-260,1.44E-258
C02B10.2,223.7769592,-2.600609803,-2.604226201,0.205836025,-11.17690549,5.29E-29,2.28E-28
C02B10.3,36.08163473,-7.563509094,-7.931775758,1.165330917,-6.233001275,4.58E-10,1.12E-09
